country,count,outliers,outliers_percent,average,std,q1,median,q3,iqr,min,max
Russia,142,5,3.4013605442176873,2.379268452089368,0.9845412517178866,1.6580446285714285,2.2378002095238094,2.910584133333333,1.2525395047619043,0.8053506285714286,6.847566117647059
Vietnam,17,0,0.0,3.281072436185913,1.1071079403865896,2.7093309090909092,2.9232254545454546,3.764544,1.0552130909090907,1.7049565217391305,6.032923076923077
