country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,7,0,0.0,1.553962918095238,1.1805436951253578,0.68690928,0.9026671199999999,1.13865744,1.8175879733333333,0.9149208533333334,0.40730304,3.8912697599999997
Vietnam,5,0,0.0,1.85639076,1.3466386783280986,0.7411446,0.9764286,1.1724986,2.8430150000000003,1.8665864000000003,0.5842886,3.705723
