country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,17,0,0.0,1.3802056452661065,1.073555023203404,0.27518383999999996,0.43107344000000003,1.4222929777777777,1.8571868799999998,1.4261134399999997,0.15467344,4.266878933333333
Vietnam,19,0,0.0,0.36790915161588184,0.11917915956178052,0.25332244,0.2705766,0.32155480000000003,0.4725287,0.20195210000000002,0.22351980000000002,0.6361382222222222
