country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,123,8,6.504065040650407,1.42600509271239,0.3236880358494668,1.0736652361703227,1.2193600977777777,1.38188944,1.6015970134367348,0.3822369156589571,0.7762540444444445,2.3272880000000002
Vietnam,93,1,1.0752688172043012,1.9539091891307037,0.5119983130690681,1.4184451996497796,1.5428926545454544,1.8823751947368423,2.16167175,0.6187790954545456,1.221724053030303,3.5619383333333325
