country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,101,2,1.9801980198019802,2.693081966604446,1.0704288277561804,1.5306036960000002,1.8679726222222222,2.4873236,3.3887745600000003,1.5208019377777782,1.06126544,6.109822
Vietnam,67,2,2.9850746268656714,1.3472327366153847,0.3584347758502059,0.8438852800000001,1.069982,1.3881756,1.607774,0.537792,0.725459,2.0116782
