country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,53,5,9.433962264150944,0.14936874816666665,0.02240029964678841,0.1271567144,0.13473809,0.15133084266666663,0.16175619,0.02701809999999999,0.10436495466666666,0.217239344
Vietnam,24,0,0.0,0.14835146375,0.029736314130944932,0.1215634,0.1215634,0.13541901333333334,0.1686202,0.047056799999999996,0.117642,0.20914133333333332
