country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,3,0,0.0,0.7270016118518517,0.3842845822030677,0.46866384000000005,0.50846544,0.57480144,0.8694376977777778,0.36097225777777775,0.44212944000000004,1.1640739555555555
Vietnam,3,0,0.0,0.5842885999999999,0.06792064036800599,0.529389,0.5646816,0.6235026,0.6235026,0.05882100000000001,0.5058606,0.6235026
