country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,27,0,0.0,5.224958592339347,1.3134255986869685,3.7361066971428567,4.48029852631579,5.0440236,5.916649111111111,1.4363505847953206,3.3318484444444443,8.1471664
Vietnam,28,0,0.0,2.816951668175297,0.8338487878502412,1.9814161023118542,2.3799406738809643,2.724341052631579,2.94105,0.5611093261190359,1.6717547368421053,5.133469090909092
