country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,2,0,0.0,2.99114552,0.44475308166650496,2.739555184,2.83390156,2.99114552,3.14838948,0.3144879199999999,2.6766576,3.3056334400000003
Vietnam,2,0,0.0,0.9293718,0.09982254714281737,0.8729036400000001,0.8940792000000001,0.9293718,0.9646644,0.0705851999999999,0.8587866000000001,0.999957
