country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,29,0,0.0,1.7646947021322332,0.2804211023134202,1.4550320459259258,1.6030094400000001,1.7577934400000002,2.0010254400000003,0.39801600000000015,1.2840852999999999,2.47090544
Vietnam,9,0,0.0,3.0712307975308644,0.25311232288417396,2.67282624,2.9645784,3.2351550000000002,3.2351550000000002,0.27057660000000006,2.6665520000000003,3.3292686000000002
