country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,5,0,0.0,8.137444133497798,0.9190130022564167,7.210390448493393,7.451301760000001,8.1477192,8.728159199999999,1.276857439999998,7.049782907488988,9.310257599999998
Vietnam,16,0,0.0,2.5892268937500003,0.5667273361235512,1.9231199166666668,2.2038268,2.6959625000000003,2.829943666666667,0.626116866666667,1.686202,3.6469020000000003
