country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,158,0,0.0,5.351656938481306,1.654142760654667,3.144473813333333,4.195913723404255,5.822212444444444,6.267051076923076,2.0711373535188216,2.3264151578947367,9.531324952380952
Vietnam,63,0,0.0,4.445497885401635,2.4114858675997177,2.6926946666666667,2.9606570000000003,3.313583,4.395235833333334,1.434578833333334,2.4181966666666663,13.142631515151514
