country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,1,0,0.0,9.31003648,,9.31003648,9.31003648,9.31003648,9.31003648,0.0,9.31003648,9.31003648
Vietnam,111,0,0.0,5.9834437546935515,3.8020193911554716,2.117556,3.006406666666667,5.046391803278688,8.117298,5.110891333333333,1.0413495555555556,19.920712
