country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,270,20,7.4074074074074066,25.82664420155458,11.940849307880871,13.81311456888889,17.934060444444448,23.2775788,30.954588800000003,13.020528355555555,7.600308999999998,75.877328
Vietnam,20,0,0.0,47.23685761666667,29.66636624319592,25.332244,25.802812,32.077052,64.04953333333333,38.246721333333326,24.70482,124.70052
