country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,4,0,0.0,4.524456093333333,0.8505287282895044,3.683538576,4.2338122799999995,4.830053146666666,5.12069696,0.8868846800000005,3.31668944,5.12102864
Vietnam,8,0,0.0,6.192707558333334,0.6421208754542961,5.546036020000001,5.6821086,6.1938513,6.803629000000001,1.1215204000000005,5.228533333333334,6.9408780000000005
