country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,22,1,4.545454545454546,2.060164656719577,1.168247643685287,1.1661316,1.2505718,1.8424209777777774,2.6199955999999998,1.3694237999999999,0.5801636,5.8207076
Vietnam,19,0,0.0,4.289392431578948,1.0956009707977736,3.0775147200000004,3.3018188000000004,4.195898,5.2272262000000005,1.9254074,2.8783076,5.921314
