country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,23,2,8.695652173913043,1.6422729813333334,0.925627777492702,0.90637088,0.98918032,1.45485904,1.8037864000000001,0.8146060800000001,0.66324944,4.593768
Vietnam,20,1,5.0,1.235241,0.1176783036577072,1.0862278,1.1626951,1.215634,1.3391581000000001,0.17646300000000004,1.019564,1.3960184
