country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,9,0,0.0,2.3889969697341393,0.6516370179647548,1.6582894400000001,1.7457424000000001,2.3282356571428573,2.9099391999999997,1.1641967999999996,1.6582894400000001,3.2593088
Vietnam,9,0,0.0,2.0469708,1.5170395974560191,0.8823150000000001,0.9372146,1.666595,2.5842026000000002,1.6469880000000003,0.8195726,5.4507460000000005
