country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,8,1,12.5,5.63674956005772,0.3575607919889255,5.272267349333333,5.5157155555555555,5.748874311111111,5.7905247200000005,0.27480916444444503,4.97508944,6.120802618181818
Vietnam,10,0,0.0,3.7868959799999997,0.567220716581547,3.4194608000000004,3.6429806000000005,3.8802253,3.9743389000000002,0.3313582999999998,2.431268,4.6233306
