country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Vietnam,35,0,0.0,2.5459409400000004,0.1657547500023303,2.32774304,2.4724427,2.5449886000000004,2.69772713,0.22528442999999987,2.1881412,2.764587
