,name,price,uom,supermarket,product_type,weight,price_kg,number_of_units,price_unit,volume,price_lit
4525,Nước tinh khiết Dasani chai 1.5L,9400,chai,Co.op,water,,,,,1500.0,6266.666666666667
4527,Nước khoáng Vĩnh Hảo có ga thùng 24 chai x 500ml,152000,thùng,Co.op,water,,,,,12000.0,12666.666666666666
4528,Nước khoáng Lavie Premium chai 400ml,9300,chai,Co.op,water,,,,,400.0,23250.0
4530,Nước khoáng Lavie Sport thùng 12 chaix750ml,102000,thùng,Co.op,water,,,,,9000.0,11333.333333333334
4531,Nước khoáng Lavie Sport chai 750ml,9200,chai,Co.op,water,,,,,750.0,12266.666666666668
4532,Nước khoáng Vĩnh Hảo chai 500ml,4000,chai,Co.op,water,,,,,500.0,8000.0
4534,Nước khoáng Vĩnh Hảo 1.5L,8200,chai,Co.op,water,,,,,1500.0,5466.666666666667
4536,Nước khoáng Vivant chai 500ml,4900,chai,Co.op,water,,,,,500.0,9800.0
4537,Nước tinh khiết Satori chai 500ml,5300,chai,Co.op,water,,,,,500.0,10600.0
4538,Nước khoáng Vĩnh Hảo chai 350ml,3500,chai,Co.op,water,,,,,350.0,10000.0
4539,Nước khoáng Vĩnh Hảo có ga chai 500ml,6600,chai,Co.op,water,,,,,500.0,13200.0
4540,Nước uống đóng chai TH True Water 24x500ml,113500,thùng,Co.op,water,,,24.0,4729.166666666667,12000.0,9458.333333333334
4541,Nước uống đóng chai TH True Water 500ml,5100,chai,Co.op,water,,,,,500.0,10200.0
4776,Trà xanh hương sâm dứa Coop Select 200g,28900,túi,Co.op,green_tea,200.0,144500.0,,,,
4777,Trà xanh hương lài Coop Select 200g,28900,túi,Co.op,green_tea,200.0,144500.0,,,,
4779,Trà Thái Nguyên Ngọc Ninh 120g,73000,hộp,Co.op,green_tea,120.0,608333.3333333334,,,,
4780,Trà Ô olong Hạnh Dung hộp 20 x 10g,185500,hộp,Co.op,green_tea,200.0,927500.0,20.0,9275.0,,
4781,Trà Ô long hộp bát giác Đại Gia 100g,103200,hộp,Co.op,green_tea,100.0,1032000.0,,,,
4782,Trà xanh Thái Nguyên thượng hạng hộp 300g,247000,hộp,Co.op,green_tea,300.0,823333.3333333334,,,,
4783,Trà Ô Long thượng hạng hộp bác giác 150g,152000,hộp,Co.op,green_tea,150.0,1013333.3333333334,,,,
4794,Trà lài lon đỏ 35N SGC 80g,58000,hộp,Co.op,green_tea,80.0,725000.0,,,,
4797,Trà túi lọc Cozy green tea 25 x 2g – CX,34800,hộp,Co.op,green_tea,50.0,696000.0,25.0,1392.0,,
4800,Trà xanh lon giấy cao cấp Phúc Long 100g,54500,lon,Co.op,green_tea,100.0,545000.0,,,,
4801,Trà lài lon cao cấp Phúc Long 100g,69500,lon,Co.op,green_tea,100.0,695000.0,,,,
4802,Trà xanh cao cấp Ngọc Ninh 200g,59500,gói,Co.op,green_tea,200.0,297500.0,,,,
4810,Trà ô long Trâm Anh 100g,85000,bịch,Co.op,green_tea,100.0,850000.0,,,,
4813,Trà Twinings English Breakfast 100g,182000,hộp,Co.op,black_tea,100.0,1820000.0,,,,
4822,Trà túi lọc Cozy bạc hà hộp giấy 25 gói x 2g – CX,40300,hộp,Co.op,black_tea,50.0,806000.0,25.0,1612.0,,
4824,Trà xanh Sâm Ngọc Linh hộp giấy 20 x 2g,283000,hộp,Co.op,green_tea,40.0,7075000.0,20.0,14150.0,,
4826,Trà xanh Thái Nguyên thượng hạng Đại Gia 100g,55000,gói,Co.op,green_tea,100.0,550000.0,,,,
4839,Trà Olong Coop Select gói 200g,79900,gói,Co.op,green_tea,200.0,399500.0,,,,
4840,Trà Ô long Coop Select gói 100g,44900,gói,Co.op,green_tea,100.0,449000.0,,,,
4842,Trà Ô long Coop Select lon 150g,78500,hộp,Co.op,green_tea,150.0,523333.3333333334,,,,
4849,Trà xanh Thái Nguyên cao cấp Đại Gia 200g,79200,gói,Co.op,green_tea,200.0,396000.0,,,,
4852,Trà Tân Cương móc câu Đại Gia 100g,75200,gói,Co.op,green_tea,100.0,752000.0,,,,
4853,Trà xanh Thái Nguyên đặc sản Đại Gia 500g,155500,gói,Co.op,green_tea,500.0,311000.0,,,,
4855,Trà xanh Thái Nguyên đặc sản Đại Gia 100g,31500,gói,Co.op,green_tea,100.0,315000.0,,,,
4863,Trà lài Tâm Châu gói 100g,13100,gói,Co.op,green_tea,100.0,131000.0,,,,
4864,Trà Olong túi lọc Phúc Long 25 gói x 2g,36800,hộp,Co.op,green_tea,50.0,736000.0,25.0,1472.0,,
4865,Trà túi lọc Twinings Lady Grey 25x2g – CX – F,159000,hộp,Co.op,black_tea,50.0,3180000.0,25.0,6360.0,,
4867,Trà túi lọc Twinings English Breakfast 50g – F,145000,hộp,Co.op,black_tea,50.0,2900000.0,,,,
4868,Trà Ô Long Tâm Châu bao nhôm gói 250g,194000,gói,Co.op,green_tea,250.0,776000.0,,,,
4870,Trà xanh hoa sen Phúc Long hộp 25x2g,35200,hộp,Co.op,green_tea,50.0,704000.0,25.0,1408.0,,
4872,Trà xanh móc câu Tâm Châu lon giấy 100g,73000,hộp,Co.op,green_tea,100.0,730000.0,,,,
4874,Trà Olong Tâm Châu lon giấy xanh 100g,118000,hộp,Co.op,green_tea,100.0,1180000.0,,,,
4875,Trà Olong Đại Gia hộp 100g,74500,hộp,Co.op,green_tea,100.0,745000.0,,,,
4876,Trà Tân Cương móc câu Đại gia hộp 100g,135000,hộp,Co.op,green_tea,100.0,1350000.0,,,,
4878,Trà xanh thái nguyên gói 200g,40600,gói,Co.op,green_tea,200.0,203000.0,,,,
4881,Trà đen túi lọc Coop Select hộp giấy 25x2g,31500,hộp,Co.op,black_tea,50.0,630000.0,25.0,1260.0,,
4882,Trà Shan tuyết hoa lài Coop Finest hộp giấy 100g,88000,hộp,Co.op,green_tea,100.0,880000.0,,,,
4888,Trà O long Cầu Tre hộp giấy 25 túi x2g,32000,hộp,Co.op,green_tea,50.0,640000.0,25.0,1280.0,,
4890,Trà Thái Nguyên Ngọc Ninh gói 100g,31000,gói,Co.op,green_tea,100.0,310000.0,,,,
4891,Trà Thái Nguyên Ngọc Ninh gói 200g,59500,gói,Co.op,green_tea,200.0,297500.0,,,,
4895,Trà Lipton vàng hộp 50 gói x 2g,70000,hộp,Co.op,black_tea,100.0,700000.0,50.0,1400.0,,
4896,Trà Lipton nhãn vàng hộp 25 gói x 2g,41500,hộp,Co.op,black_tea,50.0,830000.0,25.0,1660.0,,
4897,Trà xanh Thái Nguyên Phúc Long 200g,58200,gói,Co.op,green_tea,200.0,291000.0,,,,
4899,Trà hương dâu túi lọc Coop Select 50g,32300,hộp,Co.op,black_tea,50.0,646000.0,,,,
4900,Trà hương Bạc hà túi lọc Coop Select 2g x 25gói (50g),32300,hộp,Co.op,black_tea,50.0,646000.0,25.0,1292.0,,
4901,Trà xanh đầu nguồn Coop Finest hộp 100g,71900,hộp,Co.op,green_tea,100.0,719000.0,,,,
4902,Trà xanh hoa lài túi lọc Coop Select 25x2g,28800,hộp,Co.op,green_tea,50.0,576000.0,25.0,1152.0,,
4903,Trà xanh thái nguyên Coop Select lon 150g,38900,lon,Co.op,green_tea,150.0,259333.3333333333,,,,
4911,Trà Dilmah dâu hộp giấy 20 gói x 1.5g,49000,hộp,Co.op,black_tea,30.0,1633333.3333333333,20.0,2450.0,,
4912,Trà Dilmah đào hộp giấy 20 gói x 1.5g,49000,hộp,Co.op,black_tea,30.0,1633333.3333333333,20.0,2450.0,,
4913,Trà Dilmah bạc hà hộp giấy 20 gói x 1.5g,49000,hộp,Co.op,black_tea,30.0,1633333.3333333333,20.0,2450.0,,
4914,Trà Lài Thái Nguyên Coop Select lon 150g,39900,hộp,Co.op,green_tea,150.0,266000.0,,,,
4916,Trà xanh Thái Nguyên Coop Select gói 100g,18900,gói,Co.op,green_tea,100.0,189000.0,,,,
4918,Trà Lài Thái Nguyên Phúc Long gói 100g,38000,gói,Co.op,green_tea,100.0,380000.0,,,,
4919,Trà Ô Long Tâm Châu Gói 100g,83000,gói,Co.op,green_tea,100.0,830000.0,,,,
4920,Trà Lài Thái Nguyên Coop Select 100g,19500,gói,Co.op,green_tea,100.0,195000.0,,,,
4921,Trà Thái Nguyên Đặc Biệt 100g,35400,gói,Co.op,green_tea,100.0,354000.0,,,,
4922,Trà Xanh Thái Nguyên Đặc Biệt Ngọc Ninh gói 150g,50500,gói,Co.op,green_tea,150.0,336666.6666666667,,,,
4923,Trà Xanh Phúc Long Túi Lọc 25 hộp 50g,32100,hộp,Co.op,green_tea,50.0,642000.0,,,,
4924,Trà Sen Thái Nguyên Phúc Long Gói 100g,40800,gói,Co.op,green_tea,100.0,408000.0,,,,
5036,Trà đào túi lọc Coop Select 50g,32300,hộp,Co.op,black_tea,50.0,646000.0,,,,
5037,Trà việt quất túi lọc Coop Select 2g x 25gói (50g),32300,hộp,Co.op,black_tea,50.0,646000.0,25.0,1292.0,,
5052,Dầu đậu nành Meizan 2L,119800,chai,Co.op,soybean_oil,,,,,2000.0,59900.0
5053,Dầu đậu nành Vạn Thọ 2L,129000,chai,Co.op,soybean_oil,,,,,2000.0,64500.0
5054,Dầu đậu nành Vạn Thọ 1L,64500,chai,Co.op,soybean_oil,,,,,1000.0,64500.0
5056,Dầu đậu nành Simply 5L,320000,chai,Co.op,soybean_oil,,,,,5000.0,64000.0
5058,Dầu đậu nành Coba 2L,112000,chai,Co.op,soybean_oil,,,,,2000.0,56000.0
5059,Dầu đậu nành Coba 1L,56000,chai,Co.op,soybean_oil,,,,,1000.0,56000.0
5061,Dầu đậu nành Tường An 1L,65300,chai,Co.op,soybean_oil,,,,,1000.0,65300.0
5066,Dầu đậu nành Janbee 5L,314200,chai,Co.op,soybean_oil,,,,,5000.0,62840.0
5067,Dầu đậu nành Janbee 1L,66300,chai,Co.op,soybean_oil,,,,,1000.0,66300.0
5068,Dầu đậu nành Simply 400ml,28200,chai,Co.op,soybean_oil,,,,,400.0,70500.0
5070,Dầu đậu nành Meizan 5L,295000,chai,Co.op,soybean_oil,,,,,5000.0,59000.0
5071,Dầu đậu nành Meizan chai 1L,59900,chai,Co.op,soybean_oil,,,,,1000.0,59900.0
5072,Dầu đậu nành Simply 1L,65400,chai,Co.op,soybean_oil,,,,,1000.0,65400.00000000001
5073,Dầu đậu nành Tường An bình 2L,131000,chai,Co.op,soybean_oil,,,,,2000.0,65500.0
5077,Dầu đậu nành Tường An Marvela 1L,64900,chai,Co.op,soybean_oil,,,,,1000.0,64900.00000000001
5079,Dầu đậu nành Simply 2L,131000,chai,Co.op,soybean_oil,,,,,2000.0,65500.0
5080,Dầu đậu nành Tường An 5L,319000,cái,Co.op,soybean_oil,,,,,5000.0,63800.0
5081,Dầu nành Coop Select 5L,309000,chai,Co.op,soybean_oil,,,,,5000.0,61800.0
5082,Dầu nành Coop Select 1L,63800,chai,Co.op,soybean_oil,,,,,1000.0,63800.0
5083,Dầu nành Coop Select 2L,125000,chai,Co.op,soybean_oil,,,,,2000.0,62500.0
5114,Dầu ăn Simply hướng dương 2L,165000,chai,Co.op,sunflower_oil,,,,,2000.0,82500.0
5125,Dầu ăn Tường An hướng dương chai 1L,82500,chai,Co.op,sunflower_oil,,,,,1000.0,82500.0
5138,Dầu ăn Simply hướng dương 1L,82500,chai,Co.op,sunflower_oil,,,,,1000.0,82500.0
5139,Dầu hướng dương Meizan 1L,75600,chai,Co.op,sunflower_oil,,,,,1000.0,75600.0
5440,Gạo Neptune ST25 Gold 35SGC – 7kg,282000,bịch,Co.op,rice,7000.0,40285.71428571428,,,,
5441,Gạo thơm thượng hạng Neptune nhãn vàng 5kg,198900,bịch,Co.op,rice,5000.0,39780.0,,,,
5442,Gạo thơm mùa vàng ST 25 Coop Finest 5 kg,179000,túi,Co.op,rice,5000.0,35800.0,,,,
5444,Gạo tấm thơm Hom mali Na Siam 2kg,58500,bịch,Co.op,rice,2000.0,29250.0,,,,
5445,Gạo sinh thái Cà Mau ST25 VG 5kg,256500,bịch,Co.op,rice,5000.0,51300.0,,,,
5446,Gạo ST25 lúa tôm sinh thái Coop Finest 5kg,239000,bịch,Co.op,rice,5000.0,47800.0,,,,
5449,Gạo lài sữa Đồng Việt 5kg,111500,bịch,Co.op,rice,5000.0,22300.0,,,,
5450,Gạo Jasmine Coop Select 5kg – KG,136000,bịch,Co.op,rice,5000.0,27200.0,,,,
5452,Gạo thơm ST 25 thượng hạng Đồng Việt 5kg,194500,bịch,Co.op,rice,5000.0,38900.0,,,,
5455,Gạo thơm thượng hạng Nàng Sen Phú Quý 4kg – CX – F,168000,bịch,Co.op,rice,4000.0,42000.0,,,,
5456,Gạo thơm Cát tường ST25 lúa tôm 5kg,189800,túi,Co.op,rice,5000.0,37960.0,,,,
5457,Gạo ST25 hữu cơ Kim Thiên Lộc 5kg,205000,túi,Co.op,rice,5000.0,41000.0,,,,
5460,Gạo giống Nhật Coop Select 5 kg – King Green,159500,bịch,Co.op,rice,5000.0,31900.0,,,,
5461,Gạo Nàng Hoa Coop Select 5 kg – King Green,137500,bịch,Co.op,rice,5000.0,27500.0,,,,
5462,Gạo tấm thơm 1kg,26000,bịch,Co.op,rice,1000.0,26000.0,,,,
5463,Gạo ST24 Ocop Kim Thiên Lộc 5kg,177000,túi,Co.op,rice,5000.0,35400.0,,,,
5464,Gạo Jasmine Coop Select 7kg,191000,bịch,Co.op,rice,7000.0,27285.714285714286,,,,
5467,Gạo Nàng Sen Tài Lộc túi 4 kg – F,168000,bịch,Co.op,rice,4000.0,42000.0,,,,
5470,Gạo thơm ST25 lúa tôm Coop Finest 5kg,230000,túi,Co.op,rice,5000.0,46000.0,,,,
5471,Gạo thơm ST25 lúa tôm Coop Finest 3 kg,135000,bịch,Co.op,rice,3000.0,45000.0,,,,
5472,Gạo ngon Cỏ May túi 5kg,113200,bịch,Co.op,rice,5000.0,22640.0,,,,
5473,Gạo thơm Neptune ST24 túi 5kg,199900,gói,Co.op,rice,5000.0,39980.0,24.0,8329.166666666666,,
5474,Gạo Nàng Hương Ocop Kim Thiên Lộc 5kg,176500,bịch,Co.op,rice,5000.0,35300.0,,,,
5475,Gạo thơm đặc sản ST25 Neptune 5kg,228000,bịch,Co.op,rice,5000.0,45600.0,,,,
5476,Gạo ST25 Thiên Bình Home Rice 5kg – CX,190000,bịch,Co.op,rice,5000.0,38000.0,,,,
5478,Gạo OM 18 Coop Select 5 kg,105000,bịch,Co.op,rice,5000.0,21000.0,,,,
5479,Gạo thơm ST25 Coop Finest 7 kg,309000,bịch,Co.op,rice,7000.0,44142.857142857145,,,,
5480,Gạo Thơm Đài loan 5kg,142500,bịch,Co.op,rice,5000.0,28500.0,,,,
5481,Gạo Hạt Ngọc Trời Thiên Long bịch 5Kg,138500,bịch,Co.op,rice,5000.0,27700.0,,,,
5482,Gạo Hạt Ngọc Trời Bạch Dương bịch 5Kg,147900,bịch,Co.op,rice,5000.0,29580.0,,,,
5483,Gạo trắng nở xốp Coop Happy 5kg,92500,gói,Co.op,rice,5000.0,18500.0,,,,
5486,Gạo thơm làng ta Vua Gạo 5kg,125600,bịch,Co.op,rice,5000.0,25120.0,,,,
5487,Gạo thơm đậm đà Vua Gạo 5kg,176000,bịch,Co.op,rice,5000.0,35200.0,,,,
5489,Gạo Nhật Sushi Rice cao cấp 5kg,201500,bịch,Co.op,rice,5000.0,40300.0,,,,
5490,Gạo thơm Cát Tường ST24 lúa tôm 5kg,172900,bịch,Co.op,rice,5000.0,34580.0,,,,
5491,Gạo thơm Jasmine Tấn Vương 5kg,100000,bịch,Co.op,rice,5000.0,20000.0,,,,
5492,Gạo thơm bắc đẩu Hạt Ngọc Trời 5kg,161900,bịch,Co.op,rice,5000.0,32380.000000000004,,,,
5493,Gạo thơm ST24 Coop Finest 7kg,252000,bịch,Co.op,rice,7000.0,36000.0,,,,
5494,Gạo Đài thơm 8 Coop Select 5 kg,129000,bịch,Co.op,rice,5000.0,25800.0,,,,
5495,Gạo thơm ST 21 Coop Select 5 kg,137000,bịch,Co.op,rice,5000.0,27400.0,,,,
5496,Gạo trắng xốp mềm Coop Happy 5kg,92500,bịch,Co.op,rice,5000.0,18500.0,,,,
5497,Gạo thơm lài 5kg,125500,gói,Co.op,rice,5000.0,25100.0,,,,
5498,Gạo thơm ST25 thượng hạng Coop Finest 2kg,92000,bịch,Co.op,rice,2000.0,46000.0,,,,
5499,Gạo thơm ST25 thượng hạng Coop Finest 5kg,225000,bịch,Co.op,rice,5000.0,45000.0,,,,
5500,Gạo Nhật Fuji Sakura bịch 5kg,207500,gói,Co.op,rice,5000.0,41500.0,,,,
5501,Gạo Japonica Neptune bịch 5kg,160900,gói,Co.op,rice,5000.0,32180.0,,,,
5503,Gạo Cỏ May Long Châu 66 5kg,211200,gói,Co.op,rice,5000.0,42240.0,,,,
5505,Gạo Hommali Na Siam thơm 5kg,248500,bịch,Co.op,rice,5000.0,49700.0,,,,
5506,Gạo Cỏ May Hiểu về trái tim túi 5kg,169000,bịch,Co.op,rice,5000.0,33800.0,,,,
5507,Gạo thơm lài Lotus Rice Jasmine túi 2kg – CX – F,53500,bịch,Co.op,rice,2000.0,26750.0,,,,
5508,Gạo hữu cơ Sakura ECOBA Organic 1kg,105600,hộp,Co.op,rice,1000.0,105600.0,,,,
5509,Gạo hữu cơ ngọc mễ ECOBA Organic 1kg – CX – F,99000,hộp,Co.op,rice,1000.0,99000.0,,,,
5510,Gạo Hương Lài Thiên Kim túi 5kg,100000,bịch,Co.op,rice,5000.0,20000.0,,,,
5511,Gạo Thiên Kim Tây Đô túi 5kg,92500,bịch,Co.op,rice,5000.0,18500.0,,,,
5512,Gạo trắng hạt dài 5% Tấn Vương 5kg,92500,bịch,Co.op,rice,5000.0,18500.0,,,,
5513,Gạo Hạt Ngọc Trời Tiên Nữ bịch 5Kg,188500,bịch,Co.op,rice,5000.0,37700.0,,,,
5514,Gạo Tài Nguyên 5kg,138800,bịch,Co.op,rice,5000.0,27760.0,,,,
5515,Gạo Jasmine XH 5kg,124500,bịch,Co.op,rice,5000.0,24900.0,,,,
5516,Gạo Pathumthani Na Siam Thơm Bịch 5Kg,205500,bịch,Co.op,rice,5000.0,41100.0,,,,
5546,Đường mía nguyên chất Coop Select 1kg,33900,gói,Co.op,sugar,1000.0,33900.0,,,,
5551,Đường mía thượng hạng Biên Hòa 1kg,31000,bịch,Co.op,sugar,1000.0,31000.0,,,,
5552,Đường tinh luyện Biên Hòa hủ 800g,39200,hộp,Co.op,sugar,800.0,49000.0,,,,
5553,Đường mía cao cấp Biên Hòa 1kg,29900,bịch,Co.op,sugar,1000.0,29900.0,,,,
5554,Đường tinh luyện Biên Hòa 1kg,28000,bịch,Co.op,sugar,1000.0,28000.0,,,,
5560,Đường tinh luyện Biên Hòa 500g,16200,bịch,Co.op,sugar,500.0,32400.0,,,,
5563,Đường mía thượng hạng Biên Hòa 500g,17200,bịch,Co.op,sugar,500.0,34400.0,,,,
5565,Đường tinh luyện Quảng Ngãi 1 kg,30000,bịch,Co.op,sugar,1000.0,30000.0,,,,
5566,Đường kính trắng An Khê Ocop 1 kg,26500,bịch,Co.op,sugar,1000.0,26500.0,,,,
5567,Đường mía thiên nhiên Biên Hòa 1kg,35600,bịch,Co.op,sugar,1000.0,35600.0,,,,
5568,Đường mía khoáng chất Biên Hòa 1kg,35000,bịch,Co.op,sugar,1000.0,35000.0,,,,
5570,Đường mía cao cấp Biên Hòa 500g,16400,bịch,Co.op,sugar,500.0,32800.0,,,,
5573,Đường mía lỏng Biên Hòa 400ml,17500,chai,Co.op,sugar,,,,,400.0,43750.0
5583,Đường kính trắng RS Coop Happy 2kg – BH,52000,bịch,Co.op,sugar,2000.0,26000.0,,,,
5584,Đường tinh luyện RE Coop Select 1kg TP,29400,bịch,Co.op,sugar,1000.0,29400.0,,,,
5587,Đường tinh luyện RE Coop Select 500g,15500,bịch,Co.op,sugar,500.0,31000.0,,,,
5592,Đường trắng đồn điền TH 1kg,28500,gói,Co.op,sugar,1000.0,28500.0,,,,
5895,Muối biển tinh sấy i – ốt Coop Select 500g,3400,bịch,Co.op,salt,500.0,6800.0,,,,
5897,Muối tinh sạch cao cấp Ông Chà Và 1kg,9500,gói,Co.op,salt,1000.0,9500.0,,,,
5900,Muối Iot sấy Bạc Liêu 900g,7300,túi,Co.op,salt,900.0,8111.11111111111,,,,
5907,Muối iot Bạc Liêu 1kg,5700,bịch,Co.op,salt,1000.0,5700.0,,,,
5908,Muối tinh Iot Bình Định 500g,6700,bịch,Co.op,salt,500.0,13400.0,,,,
5909,Muối Iot Visachef 1kg,12200,bịch,Co.op,salt,1000.0,12200.0,,,,
5910,Muối biển cao cấp Visachef 1kg,12200,bịch,Co.op,salt,1000.0,12200.0,,,,
5914,Muối tinh sấy I – ot tím 500g,3500,bịch,Co.op,salt,500.0,7000.0,,,,
5916,Muối biển Coop Select tinh sấy 1kg,6300,bịch,Co.op,salt,1000.0,6300.0,,,,
5919,Muối tinh Bạc Liêu 500g,4100,bịch,Co.op,salt,500.0,8200.0,,,,
5920,Muối ăn sạch Visalco 250g,3300,gói,Co.op,salt,250.0,13200.0,,,,
5921,Muối biển mặt trời Visalco 950g,8100,gói,Co.op,salt,950.0,8526.315789473685,,,,
5922,Muối sạch Visalco 500g,5600,gói,Co.op,salt,500.0,11200.0,,,,
5930,Muối biển tinh chế iot Coop Select 1kg,7200,bịch,Co.op,salt,1000.0,7200.0,,,,
5931,Muối tinh sấy iot tím 1kg,6800,gói,Co.op,salt,1000.0,6800.0,,,,
5935,Muối biển hột Coop Select 1kg,7300,gói,Co.op,salt,1000.0,7300.0,,,,
5939,Muối biển Cà Ná Coop Select 1kg,11900,chai,Co.op,salt,1000.0,11900.0,,,,
5940,Muối biển tinh sấy Iốt Coop Select 1kg,6500,gói,Co.op,salt,1000.0,6500.0,,,,
6209,Bún gạo khô WAIWAI 500g (10x50g),46500,bịch,Co.op,rice_noodles,500.0,93000.0,10.0,4650.0,,
6210,Mì spaghetti Pietro Coricelli 500g – KM,53500,gói,Co.op,spaghetti,500.0,107000.0,,,,
6211,Bún bò huế Minh Hảo 400g – KM,23500,gói,Co.op,rice_noodles,400.0,58750.0,,,,
6214,Bún tươi sấy Nuffam 400g,27500,bịch,Co.op,rice_noodles,400.0,68750.0,,,,
6221,Bún gạo Nàng Hương Bình Tây – 300g,19000,bịch,Co.op,rice_noodles,300.0,63333.333333333336,,,,
6225,Bún gạo xào Sa Đéc Sa Giang 400g,23200,bịch,Co.op,rice_noodles,400.0,58000.0,,,,
6227,Bún tươi Safaco 300g,21500,bịch,Co.op,rice_noodles,300.0,71666.66666666667,,,,
6228,Mì ý Spaghetti Panzani 400g,43400,bịch,Co.op,spaghetti,400.0,108500.0,,,,
6236,Mì Angel Hair San Remo N9 500g – CX – F,41300,bịch,Co.op,spaghetti,500.0,82600.0,,,,
6255,Bún khô Safoco 400g,28800,gói,Co.op,rice_noodles,400.0,72000.0,,,,
6262,Phở khô Hùng Lô Thiên Nhiên Xanh 500g – MB,35200,gói,Co.op,rice_noodles,500.0,70400.0,,,,
6266,Mì spaghetti San Remo số 5 gói 500g,40900,gói,Co.op,spaghetti,500.0,81800.0,5.0,8180.0,,
6286,Mì Spaghetti N5 Olivoila 500g,53500,hộp,Co.op,spaghetti,500.0,107000.0,,,,
6296,Bún khô wai wai 500g,46500,gói,Co.op,rice_noodles,500.0,93000.0,,,,
6297,Bún tươi Mikiri sợi lớn 400g,27500,gói,Co.op,rice_noodles,400.0,68750.0,,,,
6310,Bún gạo Coop Select 300g,14500,gói,Co.op,rice_noodles,300.0,48333.333333333336,,,,
6311,Bún khô Coop Select 250g,12700,gói,Co.op,rice_noodles,250.0,50800.0,,,,
6312,Bún khô Coop Select 400g,19900,gói,Co.op,rice_noodles,400.0,49750.0,,,,
6316,Mì Bucatini PASTA ZARA s7 500g,53000,gói,Co.op,spaghetti,500.0,106000.0,,,,
6322,Mì Spaghetti Barilla N5 500g,71300,hộp,Co.op,spaghetti,500.0,142600.0,,,,
6323,Mì Spaghetti Barilla N1 500g,72600,hộp,Co.op,spaghetti,500.0,145200.0,,,,
6329,Bún gạo Coop Select 500g,21500,gói,Co.op,rice_noodles,500.0,43000.0,,,,
6332,Mì spaghetti Golden Farm 500g,39000,gói,Co.op,spaghetti,500.0,78000.0,,,,
6386,Nước mắm Phú Quốc Phú Nhĩ Sasco truyền thống 40N 500ml,111000,chai,Co.op,fish_sauce,,,,,500.0,222000.0
6387,Nước mắm Việt Nhi cốt nhĩ 35% 500ml,52800,chai,Co.op,fish_sauce,,,,,500.0,105600.0
6391,Nước mắm Làng Chài Xưa nhãn vàng 40N 500ml – F,96700,chai,Co.op,fish_sauce,,,,,500.0,193400.0
6392,Nước mắm Ngư Phát pet 750ml,56200,chai,Co.op,fish_sauce,,,,,750.0,74933.33333333334
6393,Nước mắm Tường An thủy tinh 32N 500ml,76500,chai,Co.op,fish_sauce,,,,,500.0,153000.0
6394,Nước mắm Liên Thành Nhất Vị thủy tinh 500ml,45400,chai,Co.op,fish_sauce,,,,,500.0,90800.0
6396,Nước mắm Phú Quốc Thanh Quốc Ocop 35N chai thủy tinh 520ml,83500,chai,Co.op,fish_sauce,,,,,520.0,160576.92307692306
6397,Nước mắm cá cơm 3 Miền 10N – 900ml,28800,chai,Co.op,fish_sauce,,,,,900.0,32000.0
6398,Nước mắm Phú Quốc Thanh Quốc Ocop 40 độ đạm chai thủy tinh 6x60ml,94200,hộp,Co.op,fish_sauce,,,6.0,15700.0,360.0,261666.6666666667
6401,Nước mắm Cholimex 30N thủy tinh 500ml,47500,chai,Co.op,fish_sauce,,,,,500.0,95000.0
6402,Nước mắm Barona Đại Nhất 750ml,42500,chai,Co.op,fish_sauce,,,,,750.0,56666.666666666664
6404,Nước mắm Cholimex 40N thủy tinh 500ml,63000,chai,Co.op,fish_sauce,,,,,500.0,126000.0
6405,Nước mắm 584 Nha Trang thủy tinh 40N – 510ml,91000,chai,Co.op,fish_sauce,,,,,510.0,178431.3725490196
6406,Nước mắm cao cấp Liên Thành nhãn bạc chai thủy tinh 40 độ đạm 600ml,73800,chai,Co.op,fish_sauce,,,,,600.0,123000.0
6407,Nước mắm Chinsu ngon hảo hạng 40N – 500ml,103000,chai,Co.op,fish_sauce,,,,,500.0,206000.0
6408,Nước mắm Chinsu Biển Đông thủy tinh >25N – 720ml,61500,chai,Co.op,fish_sauce,,,,,720.0,85416.66666666667
6409,Nước mắm Liên Thành 120g/l 1.8L,103000,chai,Co.op,fish_sauce,120.0,858333.3333333334,,,1800.0,57222.22222222222
6410,Nước mắm cá cơm Liên Thành 30 độ đạm 4L,287400,chai,Co.op,fish_sauce,,,,,4000.0,71850.0
6411,Nước mắm Knorr chai 500ml,39200,chai,Co.op,fish_sauce,,,,,500.0,78400.0
6412,Nước mắm cao cấp Liên Thành thủy tinh 40N 150ml,32400,chai,Co.op,fish_sauce,,,,,150.0,216000.0
6413,Nước mắm nhĩ Coop Select 25N chai 1L,57000,chai,Co.op,fish_sauce,,,,,1000.0,57000.0
6414,Nước mắm nhĩ Coop Select 25N thủy tinh 500ml,43200,chai,Co.op,fish_sauce,,,,,500.0,86400.0
6418,Nước mắm Hương Việt 20N chai pet 750ml,41800,chai,Co.op,fish_sauce,,,,,750.0,55733.333333333336
6419,Nước mắm Hòa Hiệp 17N chai pet 750ml,40500,chai,Co.op,fish_sauce,,,,,750.0,54000.0
6422,Nước mắm Phú Quốc Thanh Quốc Ocop 40N thủy tinh 520ml,96500,chai,Co.op,fish_sauce,,,,,520.0,185576.92307692306
6423,Nước mắm 584 Nha Trang chai 25N – 2 L,104900,chai,Co.op,fish_sauce,,,,,2000.0,52450.0
