,name,price,uom,supermarket,product_type,weight,price_kg,number_of_units,price_unit,volume,price_lit
6424,Nước mắm nhĩ 584 Nha Trang thủy tinh 30N – 500ml,54900,chai,Co.op,fish_sauce,,,,,500.0,109800.0
6428,Nước mắm 584 Nha Trang 25N – 1L,54900,chai,Co.op,fish_sauce,,,,,1000.0,54900.0
6429,Nước mắm Hồng Hạnh chai 35N 900ml,94500,chai,Co.op,fish_sauce,,,,,900.0,105000.0
6430,Nước mắm Hồng Hạnh cao đạm 20N chai 4.9L,175600,chai,Co.op,fish_sauce,,,,,4900.0,35836.73469387755
6431,Nước mắm lú Coop Select 32 độ đạm thủy tinh 500ml,69900,chai,Co.op,fish_sauce,,,,,500.0,139800.0
6432,Nước mắm cốt đặc biệt Lê Gia Ocop 525ml,106500,chai,Co.op,fish_sauce,,,,,525.0,202857.14285714287
6433,Nước mắm Chinsu cá hồi thủy tinh 20g/l 500ml,51800,chai,Co.op,fish_sauce,20.0,2590000.0,,,500.0,103600.0
6434,Nước mắm Liên Thành pet 60g/l 900ml,35300,chai,Co.op,fish_sauce,60.0,588333.3333333334,,,900.0,39222.22222222222
6435,Nước mắm Knorr ngon tròn vị 15 độ đạm 750ml,55300,chai,Co.op,fish_sauce,,,,,750.0,73733.33333333333
6436,Nước mắm Hồng Hạnh siêu Hạng 35N thủy tinh 500ml,66300,chai,Co.op,fish_sauce,,,,,500.0,132600.0
6438,Nước mắm truyền thống Bảy Hồng Hạnh 20N 1.9L,87800,chai,Co.op,fish_sauce,,,,,1900.0,46210.52631578947
6439,Nước mắm truyền thống cá cơm 30N 500ml,52800,chai,Co.op,fish_sauce,,,,,500.0,105600.0
6440,Nước mắm cốt nhĩ đặc biệt Hồng Hạnh 40 độ 500ml,91900,chai,Co.op,fish_sauce,,,,,500.0,183800.0
6441,Nước mắm siêu hạng Hồng Hạnh 35 độ đạm chai 1.9L,172300,chai,Co.op,fish_sauce,,,,,1900.0,90684.2105263158
6442,Nước mắm cá cơm than Thuận Phát chai 490ml,32500,chai,Co.op,fish_sauce,,,,,490.0,66326.5306122449
6443,Nước mắm Thuận Phát 60N thủy tinh 490ml,140000,chai,Co.op,fish_sauce,,,,,490.0,285714.28571428574
6444,Nước mắm cá cơm than Thuận Phát pet 740ml,46000,chai,Co.op,fish_sauce,,,,,740.0,62162.16216216216
6445,Nước mắm Barona vị xưa 20N 500ml,47400,chai,Co.op,fish_sauce,,,,,500.0,94800.0
6446,Nước mắm siêu hạng Hưng Thịnh 33-37g/L 620ml,58200,chai,Co.op,fish_sauce,37.0,1572972.972972973,,,620.0,93870.96774193548
6447,Nước mắm nhĩ Hưng Thịnh 35 độ đạm 750ml,74900,chai,Co.op,fish_sauce,,,,,750.0,99866.66666666666
6448,Nước mắm Hạnh Phúc 50 độ đạm 500ml,104000,chai,Co.op,fish_sauce,,,,,500.0,208000.0
6449,Nước mắm Hạnh Phúc 60 độ đạm lốc 10 chai x 50ml,166200,lốc,Co.op,fish_sauce,,,,,500.0,332400.0
6450,Nước mắm Vị Xưa 40 độ đạm chai thủy tinh 500ml,94000,chai,Co.op,fish_sauce,,,,,500.0,188000.0
6452,Nước mắm Nam Ngư nhãn vàng 14g/l 650ml,51700,chai,Co.op,fish_sauce,14.0,3692857.1428571427,,,650.0,79538.46153846153
6453,Nước mắm cá cơm Thuận Phát 40 độ đạm chai thủy tinh 610ml,78500,chai,Co.op,fish_sauce,,,,,610.0,128688.52459016393
6455,Nước mắm Ông Kỳ 35N chai 525ml,102700,chai,Co.op,fish_sauce,,,,,525.0,195619.04761904763
6456,Nước mắm Liên Thành nhãn vàng 600ml,87900,chai,Co.op,fish_sauce,,,,,600.0,146500.0
6458,Nước mắm cá cơm Hạnh Phúc 60 độ đạm 500ml,137500,chai,Co.op,fish_sauce,,,,,500.0,275000.0
6459,Nước mắm Thanh Hà 35N chai 520ml,100000,cái,Co.op,fish_sauce,,,,,520.0,192307.6923076923
6460,Nước mắm cá cơm Thuận Phát 30 độ đạm chai thủy tinh 610ml,63500,chai,Co.op,fish_sauce,,,,,610.0,104098.3606557377
6461,Nước mắm nhỉ Phú Quốc THUYỀN XƯA 33N chai thủy tinh 500ml – CX – F,98500,chai,Co.op,fish_sauce,,,,,500.0,197000.0
6462,Nước mắm nhỉ Phú Quốc THUYỀN XƯA 40N chai thủy tinh 500ml – CX – F,156500,chai,Co.op,fish_sauce,,,,,500.0,313000.0
6463,Nước mắm nhỉ Phú Quốc THUYỀN XƯA 33N chai thủy tinh 65ml – CX – F,15800,chai,Co.op,fish_sauce,,,,,65.0,243076.92307692306
6464,Nước mắm nhỉ Phú Quốc THUYỀN XƯA 40N chai thủy tinh 65ml – CX – F,21000,chai,Co.op,fish_sauce,,,,,65.0,323076.9230769231
6465,Nước mắm nhỉ trẻ em THUYỀN XƯA 41N chai thủy tinh 65ml – CX – F,32500,chai,Co.op,fish_sauce,,,,,65.0,500000.0
6466,Nước mắm Hưng Thịnh 38 đ- 42g/l – 750ml,80000,chai,Co.op,fish_sauce,42.0,1904761.9047619049,,,750.0,106666.66666666667
6467,Nước mắm Coop Select 1.8L,70800,cái,Co.op,fish_sauce,,,,,1800.0,39333.333333333336
6469,Nước mắm Liên Thành nhãn ngọc 40 độ chai thủy tinh 600ml,107000,chai,Co.op,fish_sauce,,,,,600.0,178333.33333333334
6470,Nước mắm Coop Select 35N thủy tinh 520ml,52200,chai,Co.op,fish_sauce,,,,,520.0,100384.61538461539
6471,Nước mắm Coop Select 62.5 g/l – 500ml,21400,chai,Co.op,fish_sauce,62.5,342400.0,,,500.0,42800.0
6472,Nước mắm Coop Select pet 62.5g/L 2 lít,58000,chai,Co.op,fish_sauce,62.5,928000.0,,,2000.0,29000.0
6473,Nước mắm Phú Quốc Thanh Hà 40 độ đạm chai 520ml,124200,chai,Co.op,fish_sauce,,,,,520.0,238846.15384615384
6474,Nước mắm Phú Quốc Ông Kỳ 40 độ đạm chai 525ml,127500,chai,Co.op,fish_sauce,,,,,525.0,242857.14285714287
6475,Nước mắm truyền thống Liên Thành 20 độ đạm bình 4L,204000,cái,Co.op,fish_sauce,,,,,4000.0,51000.0
6476,Nước mắm Nam Ngư Phú Quốc 32 độ đạm chai 500ml,65800,chai,Co.op,fish_sauce,,,,,500.0,131600.0
6477,Nước mắm Hạnh Phúc 60N 12 chai x 50ml,199200,hộp,Co.op,fish_sauce,,,,,600.0,332000.0
6478,Nước mắm Phú Quốc Ông Kỳ thủy tinh 38N 525ml,111900,chai,Co.op,fish_sauce,,,,,525.0,213142.85714285713
6479,Nước mắm Nam Ngư 3in1 900ml,59000,chai,Co.op,fish_sauce,,,,,900.0,65555.55555555556
6480,Nước mắm Nam Ngư đệ nhị chai 900ml,23900,chai,Co.op,fish_sauce,,,,,900.0,26555.55555555556
6482,Nước mắm Nam Ngư 3in1 chai 10g/l – 750ml,52500,chai,Co.op,fish_sauce,10.0,5250000.0,,,750.0,70000.0
6483,Nước mắm cá cơm Hạnh Phúc 60 độ đạm 250ml,70200,chai,Co.op,fish_sauce,,,,,250.0,280800.0
13802,Gạo thơm ST25 plus lúa tôm Neptune 5kg,252000,bịch,Co.op,rice,5000.0,50400.0,,,,
14611,Cam sành Coop Select túi kg,24900,kg,Co.op,orange,1000.0,24900.0,,,,
14638,Sữa đặc Dutch Lady cao cấp lon 380g – KM,32400,lon,Co.op,condensed_milk,380.0,85263.15789473684,,,,
