id,name,parent_id,parent_name,slug,level
18050,Ежедневники,18032.0,Бумажная продукция,ezhednevniki,3
18069,"Ножницы, ножи",18035.0,Офисные принадлежности,nozhnicy-nozhi,3
18080,Книги для подростков,18037.0,Книги и журналы,knigi-dlya-podrostkov,3
18087,Цветные карандаши,18038.0,Творчество и рукоделие,cvetnye-karandashi,3
18142,Сухой корм для кошек,18135.0,Корм для кошек,suhojj-korm-dlya-koshek,3
18148,Сухой корм для собак,18136.0,Корм для собак,suhojj-korm-dlya-sobak,3
18153,Корм для грызунов,18137.0,Корм для других животных,korm-dlya-gryzunov,3
18156,Наполнитель,18138.0,"Наполнители, пеленки, лотки",napolnitel,3
18158,Косметика для животных,18139.0,"Средства гигиены, витамины",kosmetika-dlya-zhivotnyh,3
18160,Миски для животных,18140.0,Аксессуары для животных,miski-dlya-zhivotnyh,3
18164,Игрушки для кошек,18141.0,Игрушки для животных,igrushki-dlya-koshek,3
18214,Щетки стеклоочистителя,18201.0,Автозапчасти,shchetki-stekloochistitelya,3
18220,Жидкости омывателя,18202.0,"Эксплуатационные жидкости, смазки",zhidkosti-omyvatelya,3
18226,Очистители,18203.0,"Автохимия, уход за авто",ochistiteli,3
18258,"Овощные закуски, салаты",162.0,Закуски и соленья,ovoshchnye-zakuski-salaty,3
18301,Чеснок,146.0,Овощи,chesnok,3
18308,Орехи и сухофрукты в глазури,2633.0,Конфеты,orehi-i-suhofrukty-v-glazuri,3
18312,Сыры для гриля,2991.0,Рассольный,syry-dlya-grilya,3
18317,Мясные паштеты,1926.0,Мясная консервация,myasnye-pashtety,3
18557,Рыба холодного копчения,1177.0,Рыба соленая и копченая,ryba-holodnogo-kopcheniya,3
18829,"Для стекол, зеркал",1730.0,"Чистящие, моющие средства",dlya-stekol-zerkal,3
19034,BONVIDA,19028.0,Бакалея,bonvida,3
19087,PREMIUM CLUB,19081.0,Замороженные продукты,premium-club,3
19193,DELISSE,19188.0,"Молочная продукция, яйца",delisse,3
19201,"ДРУЖЕ, SUPER",19196.0,"Мясо, рыба, полуфабрикаты",druzhe-super,3
19224,DELISSE,19120.0,Сладости и выпечка,delisse,3
19334,Смеси для новорожденных,19328.0,Детские смеси,smesi-dlya-novorozhdennyh,3
19362,Детское шампанское,19356.0,"Вода, напитки",detskoe-shampanskoe,3
19467,Жидкое яйцо,135.0,Яйца,zhidkoe-yajjco,3
19507,Зубные пасты,19501.0,Гигиена и уход,zubnye-pasty,3
19523,"Салфетки, бумага, палочки",19514.0,Детская бытовая химия,salfetki-bumaga-palochki,3
19536,Мягкие игрушки,19530.0,Игрушки и игры,myagkie-igrushki,3
19547,Восковые мелки,19542.0,Творчество и хобби,voskovye-melki,3
19560,"Ластики, точилки",19554.0,Школьные принадлежности,lastiki-tochilki,3
19571,"Журналы, комиксы, петворки",19565.0,Книги и учебники,zhurnaly-komiksy-petvorki,3
19580,Одежда для новорожденных,19574.0,"Одежда, аксессуары",odezhda-dlya-novorozhdennyh,3
20507,Сметана,20501.0,Молочный прилавок,smetana,3
20528,Консервация,20522.0,Бакалея,konservaciya,3
20547,"Мармелад, зефир, пастила",20541.0,Кондитерские изделия,marmelad-zefir-pastila,3
20562,"Лаваши, лепешки",20555.0,Хлеб и выпечка,lavashi-lepeshki,3
20571,Диетические напитки,20565.0,Функциональное питание,dieticheskie-napitki,3
20583,Рыбные и мясные снеки,20577.0,Снеки и орехи,rybnye-i-myasnye-sneki,3
20590,Соки,20584.0,Напитки,soki,3
20607,"Салфетки, аптечная продукция",20601.0,Уход и гигиена,salfetki-aptechnaya-produkciya,3
20614,Одноразовая посуда,20608.0,Бытовая химия,odnorazovaya-posuda,3
20658,Бобовые,20651.0,Крупы,bobovye,3
20703,Кукурузные палочки,20697.0,"Чипсы, сухарики и другие снеки со скидками до 45%",kukuruznye-palochki,3
148,Капуста,146.0,Овощи,kapusta,3
253,Другие сорта чая,250.0,Чай,drugie-sorta-chaya,3
666,Окорок куриный,141.0,Мясо птицы,okorok-kurinyjj,3
741,Бантики,31.0,Макароны,bantiki,3
747,Десерты,33.0,Мука и другое для выпечки,deserty,3
790,"Закуски, овощные наборы",269.0,Салаты и закуски,zakuski-ovoshchnye-nabory,3
847,Супы,78.0,Замороженные блюда,supy,3
880,Кисель,884.0,"Морс, кисель",kisel,3
883,Гранатовый,877.0,Соки,granatovyjj,3
908,Бананы,153.0,Фрукты,banany,3
1039,Бисквиты,1038.0,"Печенье, пряники, вафли",biskvity,3
1134,Майонез перепелиный,285.0,"Соусы, кетчупы, майонез",majjonez-perepelinyjj,3
1205,Сиропы и соусы,222.0,Диабетические продукты,siropy-i-sousy,3
1226,"Печень, икра",97.0,Рыбные консервы,pechen-ikra,3
1261,Кукурузные палочки,37.0,Сухие завтраки и хлопья,kukuruznye-palochki,3
1801,Машинки для стрижки волос,1802.0,Уход и красота,mashinki-dlya-strizhki-volos,3
1811,Турки электрические,1840.0,Кофеварки и кофемашины,turki-elektricheskie,3
2867,Колонки и гарнитуры,2860.0,Компьютерная техника,kolonki-i-garnitury,3
3024,Все для рыбалки,3023.0,Туризм и рыбалка,vse-dlya-rybalki,3
3539,Для глаз,3511.0,Для лица,dlya-glaz,3
3552,Для рук,3512.0,Для тела,dlya-ruk,3
11224,"Аксессуары, блюда, инвентарь",2758.0,Для шашлыка и барбекю,aksessuary-blyuda-inventar,3
11233,Другой декор,1760.0,Садовый декор и освещение,drugojj-dekor,3
11318,Массаж и расслабление,3010.0,Товары для фитнеса,massazh-i-rasslablenie,3
13613,Напитки,3256.0,Диетическое питание,napitki,3
13653,Скумбрия,13646.0,Рыбные консервы,skumbriya,3
17428,"Ведра, тазы",17414.0,Инвентарь для уборки,vedra-tazy,3
17435,"Фартуки, прихватки",17429.0,Домашний текстиль,fartuki-prihvatki,3
17455,Аксессуары для напитков,2825.0,"Кухонные инструменты, аксессуары",aksessuary-dlya-napitkov,3
17460,Кулинарные мешки,2833.0,"Фольга, пакеты, бумага для запекания",kulinarnye-meshki,3
17478,Аксессуары для путешествий,3259.0,Аксессуары,aksessuary-dlya-puteshestvijj,3
18051,Скетчбуки,18032.0,Бумажная продукция,sketchbuki,3
18059,Геометрические принадлежности,18033.0,Канцелярские мелочи,geometricheskie-prinadlezhnosti,3
18081,"Журналы, комиксы, патворки",18037.0,Книги и журналы,zhurnaly-komiksy-patvorki,3
18088,Восковые мелки,18038.0,Творчество и рукоделие,voskovye-melki,3
18107,Текила,18357.0,"Ром, джин, текила",tekila,3
18110,Подарочные кофейные наборы,243.0,Кофе,podarochnye-kofejjnye-nabory,3
18227,Размораживатели,18203.0,"Автохимия, уход за авто",razmorazhivateli,3
18233,Детское кресло,18204.0,Автомобильные аксессуары,detskoe-kreslo,3
18259,"Овощные соусы, пасты",162.0,Закуски и соленья,ovoshchnye-sousy-pasty,3
18265,Салаты в упаковках,897.0,Зелень и салаты,salaty-v-upakovkah,3
18375,Лицензионное пиво,17059.0,"Пиво, сидр, медовуха",licenzionnoe-pivo,3
18558,Рыба горячего копчения,1177.0,Рыба соленая и копченая,ryba-goryachego-kopcheniya,3
18579,Для прочистки труб,1730.0,"Чистящие, моющие средства",dlya-prochistki-trub,3
18823,Очистители для стиральных машин,1074.0,Средства для стирки,ochistiteli-dlya-stiralnyh-mashin,3
19035,DOLCE ALBERO,19028.0,Бакалея,dolce-albero,3
19036,PREMIUM CLUB,19028.0,Бакалея,premium-club,3
19194,PREMIUM CLUB,19188.0,"Молочная продукция, яйца",premium-club,3
19225,DOLCE ALBERO,19120.0,Сладости и выпечка,dolce-albero,3
19390,Безлактозное молоко,128.0,Молоко и сливки,bezlaktoznoe-moloko,3
19474,Творожки,17390.0,Молочная продукция для детей,tvorozhki,3
19508,Жидкое мыло,19501.0,Гигиена и уход,zhidkoe-mylo,3
19537,"Слаймы, игры антистресс",19530.0,Игрушки и игры,slajjmy-igry-antistress,3
19548,Краски,19542.0,Творчество и хобби,kraski,3
19561,Геометрические принадлежности,19554.0,Школьные принадлежности,geometricheskie-prinadlezhnosti,3
19572,Раскраски,19565.0,Книги и учебники,raskraski,3
19581,"Головные уборы, перчатки",19574.0,"Одежда, аксессуары",golovnye-ubory-perchatki,3
19599,Упаковочная бумага,19592.0,Детский праздник,upakovochnaya-bumaga,3
20508,Кефир,20501.0,Молочный прилавок,kefir,3
20529,"Чай, кофе, кисель",20522.0,Бакалея,chajj-kofe-kisel,3
20548,Жевательная резинка,20541.0,Кондитерские изделия,zhevatelnaya-rezinka,3
20563,Хлебцы,20555.0,Хлеб и выпечка,hlebcy,3
20591,"Морсы, кисели, чай",20584.0,Напитки,morsy-kiseli-chajj,3
20659,Другие крупы,20651.0,Крупы,drugie-krupy,3
740,Ракушки,31.0,Макароны,rakushki,3
888,Экзотические,877.0,Соки,ekzoticheskie,3
1030,Вафельные торты,1038.0,"Печенье, пряники, вафли",vafelnye-torty,3
1086,Перчатки резиновые,1081.0,Инвентарь для уборки,perchatki-rezinovye,3
1143,Горчица,285.0,"Соусы, кетчупы, майонез",gorchica,3
1228,Сельдь,97.0,Рыбные консервы,seld,3
1497,Предметы сервировки,1495.0,Посуда для сервировки,predmety-servirovki,3
1886,Пшено,27.0,Крупы,psheno,3
2709,Наволочки,2706.0,Постельные принадлежности,navolochki,3
3549,"Кремы, лосьоны, масла",3512.0,Для тела,kremy-losony-masla,3
4139,Соусы,269.0,Салаты и закуски,sousy,3
13608,Завтраки,222.0,Диабетические продукты,zavtraki,3
13649,Морепродукты,13646.0,Рыбные консервы,moreprodukty,3
16967,Мандарины,153.0,Фрукты,mandariny,3
17376,Бедро куриное,141.0,Мясо птицы,bedro-kurinoe,3
17456,Товары для консервации,2825.0,"Кухонные инструменты, аксессуары",tovary-dlya-konservacii,3
18060,Клей,18033.0,Канцелярские мелочи,klejj,3
18071,Бумага офисная,18035.0,Офисные принадлежности,bumaga-ofisnaya,3
18082,Раскраски и активити,18037.0,Книги и журналы,raskraski-i-aktiviti,3
18089,Альбомы для рисования,18038.0,Творчество и рукоделие,albomy-dlya-risovaniya,3
18305,Морковь,146.0,Овощи,morkov,3
18383,Пиво в больших бутылках,17059.0,"Пиво, сидр, медовуха",pivo-v-bolshih-butylkah,3
18824,Хозяйственное мыло,1074.0,Средства для стирки,hozyajjstvennoe-mylo,3
19226,PREMIUM CLUB,19120.0,Сладости и выпечка,premium-club,3
19389,Козье молоко,128.0,Молоко и сливки,koze-moloko,3
19475,Йогурты ложковые,17390.0,Молочная продукция для детей,jjogurty-lozhkovye,3
19509,Кусковое мыло,19501.0,Гигиена и уход,kuskovoe-mylo,3
19538,Интерактивные игрушки,19530.0,Игрушки и игры,interaktivnye-igrushki,3
19549,"Кисти, палитры",19542.0,Творчество и хобби,kisti-palitry,3
19562,"Обложки, папки, подставки",19554.0,Школьные принадлежности,oblozhki-papki-podstavki,3
19573,"Обложки, подставки",19565.0,Книги и учебники,oblozhki-podstavki,3
19582,Обувь,19574.0,"Одежда, аксессуары",obuv,3
19600,"Ленты, банты",19592.0,Детский праздник,lenty-banty,3
20509,Ряженка,20501.0,Молочный прилавок,ryazhenka,3
20530,"Джем, мед, десерты",20522.0,Бакалея,dzhem-med-deserty,3
20549,Восточные сладости,20541.0,Кондитерские изделия,vostochnye-sladosti,3
20564,Выпечка,20555.0,Хлеб и выпечка,vypechka,3
20592,Энергетические напитки,20584.0,Напитки,energeticheskie-napitki,3
372,Смеси круп,27.0,Крупы,smesi-krup,3
637,Сливки до 15%,128.0,Молоко и сливки,slivki-do-15,3
662,Субпродукты куриные,141.0,Мясо птицы,subprodukty-kurinye,3
743,Гнезда,31.0,Макароны,gnezda,3
1147,Соусы майонезные,285.0,"Соусы, кетчупы, майонез",sousy-majjoneznye,3
1200,"Восточные сладости, десерты",222.0,Диабетические продукты,vostochnye-sladosti-deserty,3
1225,Морепродукты,97.0,Рыбные консервы,moreprodukty,3
1629,"Чайные наборы, ассорти",250.0,Чай,chajjnye-nabory-assorti,3
1804,Электрические бритвы,1802.0,Уход и красота,elektricheskie-britvy,3
3554,Соль и пена,3512.0,Для тела,sol-i-pena,3
11231,Искусственные цветы,1760.0,Садовый декор и освещение,iskusstvennye-cvety,3
11321,Инструменты и снаряжение,3023.0,Туризм и рыбалка,instrumenty-i-snaryazhenie,3
13654,Тунец,13646.0,Рыбные консервы,tunec,3
16965,Апельсины,153.0,Фрукты,apelsiny,3
18053,Бумага офисная,18032.0,Бумажная продукция,bumaga-ofisnaya,3
18061,Скотч,18033.0,Канцелярские мелочи,skotch,3
18072,Мелочи для офиса,18035.0,Офисные принадлежности,melochi-dlya-ofisa,3
18090,Принадлежности для рисования,18038.0,Творчество и рукоделие,prinadlezhnosti-dlya-risovaniya,3
18108,Настойки,18355.0,"Водка, настойки",nastojjki,3
18132,Кабачки,146.0,Овощи,kabachki,3
18345,Наматрасники,2706.0,Постельные принадлежности,namatrasniki,3
18825,Аксессуары для стирки,1074.0,Средства для стирки,aksessuary-dlya-stirki,3
19476,Молочные десерты,17390.0,Молочная продукция для детей,molochnye-deserty,3
19510,"Салфетки, бумага, палочки",19501.0,Гигиена и уход,salfetki-bumaga-palochki,3
19539,Игрушки для детей до года,19530.0,Игрушки и игры,igrushki-dlya-detejj-do-goda,3
19550,Альбомы для рисования,19542.0,Творчество и хобби,albomy-dlya-risovaniya,3
19563,Товары для творчества,19554.0,Школьные принадлежности,tovary-dlya-tvorchestva,3
19583,"Очки, зонты",19574.0,"Одежда, аксессуары",ochki-zonty,3
19601,"Открытки, конверты",19592.0,Детский праздник,otkrytki-konverty,3
20510,Творог,20501.0,Молочный прилавок,tvorog,3
20531,Быстрое приготовление,20522.0,Бакалея,bystroe-prigotovlenie,3
20593,Безалкогольное пиво,20584.0,Напитки,bezalkogolnoe-pivo,3
744,Лазанья,31.0,Макароны,lazanya,3
879,Другие,877.0,Соки,drugie,3
1149,Соус соевый,285.0,"Соусы, кетчупы, майонез",sous-soevyjj,3
1572,Грибы сушеные,375.0,Грибы,griby-sushenye,3
1884,Перловая,27.0,Крупы,perlovaya,3
3551,Скрабы и пилинги,3512.0,Для тела,skraby-i-pilingi,3
11323,Термосы и термокружки,3023.0,Туризм и рыбалка,termosy-i-termokruzhki,3
18091,Раскраски,18038.0,Творчество и рукоделие,raskraski,3
18109,"Бальзамы, биттеры",18358.0,"Бальзамы, ликер, абсент",balzamy-bittery,3
18290,Лимоны,153.0,Фрукты,limony,3
18318,Рыбные паштеты,97.0,Рыбные консервы,rybnye-pashtety,3
19395,Сливки более 15%,128.0,Молоко и сливки,slivki-bolee-15,3
19511,Аксессуары,19501.0,Гигиена и уход,aksessuary,3
19540,"Настольные игры, пазлы",19530.0,Игрушки и игры,nastolnye-igry-pazly,3
19551,"Цветная бумага, картон",19542.0,Творчество и хобби,cvetnaya-bumaga-karton,3
19564,"Наклейки, брелки, магниты",19554.0,Школьные принадлежности,naklejjki-brelki-magnity,3
19602,Настольные игры,19592.0,Детский праздник,nastolnye-igry,3
20511,Творожная масса,20501.0,Молочный прилавок,tvorozhnaya-massa,3
20532,Восточная кухня,20522.0,Бакалея,vostochnaya-kuhnya,3
30,Отруби,27.0,Крупы,otrubi,3
900,Наборы свежей зелени,897.0,Зелень и салаты,nabory-svezhejj-zeleni,3
1148,Национальная кухня,285.0,"Соусы, кетчупы, майонез",nacionalnaya-kuhnya,3
1885,Кукурузная,27.0,Крупы,kukuruznaya,3
3553,Для ног,3512.0,Для тела,dlya-nog,3
11207,Семена зелени,1755.0,"Семена, все для выращивания",semena-zeleni,3
18092,"Цветная бумага, картон",18038.0,Творчество и рукоделие,cvetnaya-bumaga-karton,3
18131,Баклажаны,146.0,Овощи,baklazhany,3
18143,Влажный корм для кошек,18135.0,Корм для кошек,vlazhnyjj-korm-dlya-koshek,3
18149,Влажный корм для собак,18136.0,Корм для собак,vlazhnyjj-korm-dlya-sobak,3
18157,Лотки и аксессуары,18138.0,"Наполнители, пеленки, лотки",lotki-i-aksessuary,3
18159,Витамины для животных,18139.0,"Средства гигиены, витамины",vitaminy-dlya-zhivotnyh,3
18161,"Поводки, ошейники",18140.0,Аксессуары для животных,povodki-oshejjniki,3
18165,Игрушки для собак,18141.0,Игрушки для животных,igrushki-dlya-sobak,3
18235,Искусственные цветы,1761.0,"Комнатные растения, горшки, грунт",iskusstvennye-cvety,3
18260,Грибы маринованные,375.0,Грибы,griby-marinovannye,3
18291,"Грейпфрут, помело",153.0,Фрукты,grejjpfrut-pomelo,3
18560,Рамки для номерного знака,18204.0,Автомобильные аксессуары,ramki-dlya-nomernogo-znaka,3
19396,"Сливки порционные, взбитые",128.0,Молоко и сливки,slivki-porcionnye-vzbitye,3
19512,Товары для мам,19501.0,Гигиена и уход,tovary-dlya-mam,3
19552,"Клей, ножницы",19542.0,Творчество и хобби,klejj-nozhnicy,3
20194,Чай в стиках,250.0,Чай,chajj-v-stikah,3
20264,Картофельные чипсы,20196.0,Чипсы,kartofelnye-chipsy,3
20269,Сухарики,20197.0,"Сухарики, гренки",suhariki,3
20271,Семечки подсолнечника,20198.0,Семечки,semechki-podsolnechnika,3
20275,Диетические батончики,20199.0,Батончики,dieticheskie-batonchiki,3
20279,Кукурузные палочки,20200.0,"Кукурузные палочки, попкорн",kukuruznye-palochki,3
20283,Фисташки,20201.0,Орехи,fistashki,3
20293,Курага,20202.0,Сухофрукты,kuraga,3
20300,Рыбные снеки,20204.0,"Рыбные снеки, кальмары",rybnye-sneki,3
20302,"Мясные чипсы, соломка",20205.0,Мясные снеки,myasnye-chipsy-solomka,3
20305,Хлебцы,20206.0,"Хлебцы, крекеры",hlebcy,3
1146,Заправки для салатов,285.0,"Соусы, кетчупы, майонез",zapravki-dlya-salatov,3
3555,Загар и защита от солнца,3512.0,Для тела,zagar-i-zashchita-ot-solnca,3
18093,"Клей, клейкая лента",18038.0,Творчество и рукоделие,klejj-klejjkaya-lenta,3
18293,Экзотические фрукты,153.0,Фрукты,ekzoticheskie-frukty,3
18306,Редис,146.0,Овощи,redis,3
19513,От солнца и насекомых,19501.0,Гигиена и уход,ot-solnca-i-nasekomyh,3
19553,"Раскраски, патворки",19542.0,Творчество и хобби,raskraski-patvorki,3
20512,Творожные сырки,20501.0,Молочный прилавок,tvorozhnye-syrki,3
1142,Аджика,285.0,"Соусы, кетчупы, майонез",adzhika,3
18094,"Ножницы, канцелярские ножи",18038.0,Творчество и рукоделие,nozhnicy-kancelyarskie-nozhi,3
18344,Средства для коррекции фигуры,3512.0,Для тела,sredstva-dlya-korrekcii-figury,3
18728,"Фруктовые миксы, нарезки",153.0,Фрукты,fruktovye-miksy-narezki,3
20265,"Начос, кукурузные чипсы",20196.0,Чипсы,nachos-kukuruznye-chipsy,3
20270,Гренки,20197.0,"Сухарики, гренки",grenki,3
20272,Семечки тыквы,20198.0,Семечки,semechki-tykvy,3
20276,Злаковые батончики,20199.0,Батончики,zlakovye-batonchiki,3
20280,Попкорн,20200.0,"Кукурузные палочки, попкорн",popkorn,3
20284,Арахис,20201.0,Орехи,arahis,3
20294,Чернослив,20202.0,Сухофрукты,chernosliv,3
20301,Кальмары,20204.0,"Рыбные снеки, кальмары",kalmary,3
20303,Колбаски,20205.0,Мясные снеки,kolbaski,3
20306,Крекеры,20206.0,"Хлебцы, крекеры",krekery,3
20513,Другие кисломолочные продукты,20501.0,Молочный прилавок,drugie-kislomolochnye-produkty,3
1135,Майонез с добавками,285.0,"Соусы, кетчупы, майонез",majjonez-s-dobavkami,3
1464,"Сушилки, шнуры, прищепки",1483.0,"Хранение, порядок, глажка",sushilki-shnury-prishchepki,3
18304,Свекла,146.0,Овощи,svekla,3
20514,"Десерты, молочные снеки",20501.0,Молочный прилавок,deserty-molochnye-sneki,3
848,Замороженные грибы,375.0,Грибы,zamorozhennye-griby,3
1151,Хрен,285.0,"Соусы, кетчупы, майонез",hren,3
18303,"Очищенные овощи, наборы",146.0,Овощи,ochishchennye-ovoshchi-nabory,3
20273,Очищенные семечки,20198.0,Семечки,ochishchennye-semechki,3
20277,Протеиновые батончики,20199.0,Батончики,proteinovye-batonchiki,3
20286,Грецкий орех,20201.0,Орехи,greckijj-oreh,3
20295,Изюм,20202.0,Сухофрукты,izyum,3
20515,Сыры,20501.0,Молочный прилавок,syry,3
147,Другие овощи,146.0,Овощи,drugie-ovoshchi,3
18150,Лакомства для собак,18136.0,Корм для собак,lakomstva-dlya-sobak,3
18162,"Домики, переноски, когтеточки",18140.0,Аксессуары для животных,domiki-perenoski-kogtetochki,3
20267,Полезные чипсы,20196.0,Чипсы,poleznye-chipsy,3
20274,Соленые семечки,20198.0,Семечки,solenye-semechki,3
20287,Фундук,20201.0,Орехи,funduk,3
20296,Финики,20202.0,Сухофрукты,finiki,3
20268,Другие чипсы,20196.0,Чипсы,drugie-chipsy,3
20288,Миндаль,20201.0,Орехи,mindal,3
20297,Цукаты,20202.0,Сухофрукты,cukaty,3
11205,Семена цветов,1755.0,"Семена, все для выращивания",semena-cvetov,3
18145,Лакомства для кошек,18135.0,Корм для кошек,lakomstva-dlya-koshek,3
18163,"Расчески, когтерезки",18140.0,Аксессуары для животных,rascheski-kogterezki,3
20289,Кешью,20201.0,Орехи,keshyu,3
20298,Другие сухофрукты,20202.0,Сухофрукты,drugie-suhofrukty,3
20290,Другие орехи,20201.0,Орехи,drugie-orehi,3
20299,Смеси с сухофруктами,20202.0,Сухофрукты,smesi-s-suhofruktami,3
20291,Смеси с орехами,20201.0,Орехи,smesi-s-orehami,3
11208,"Луковицы, рассада, саженцы",1755.0,"Семена, все для выращивания",lukovicy-rassada-sazhency,3
1454,Кухонные аксессуары,2825.0,"Кухонные инструменты, аксессуары",kuhonnye-aksessuary,3
11204,"Парники, все для выращивания",1755.0,"Семена, все для выращивания",parniki-vse-dlya-vyrashchivaniya,3
11209,Газон,1755.0,"Семена, все для выращивания",gazon,3
592,Молочные коктейли,124.0,Напитки,molochnye-koktejjli,3
18104,Абсент,18358.0,"Бальзамы, ликер, абсент",absent,3
18573,Зарядные устройства для АКБ,18204.0,Автомобильные аксессуары,zaryadnye-ustrojjstva-dlya-akb,3
18604,Луковицы цветов и овощей,1755.0,"Семена, все для выращивания",lukovicy-cvetov-i-ovoshchejj,3
18636,Товары для копчения,2758.0,Для шашлыка и барбекю,tovary-dlya-kopcheniya,3
18646,Дезодоранты мужские,13929.0,Дезодоранты и антиперспиранты,dezodoranty-muzhskie,3
18708,Выпечка и запекание,18703.0,Посуда,vypechka-i-zapekanie,3
18710,"Чашки, кружки",18709.0,Посуда для напитков,chashki-kruzhki,3
18711,Стаканы,18709.0,Посуда для напитков,stakany,3
18712,"Стопки, рюмки",18709.0,Посуда для напитков,stopki-ryumki,3
