category_id,name,price,pricing_unit,supermarket
31,"Макароны BARILLA Penne Rigate n.73 из твердых сортов пшеницы группа А высший сорт, 450г",106.49,450г,Lenta
31,"Макароны BARILLA Spaghettini n.3 из твердых сортов пшеницы группа А высший сорт, 450г",122.49,450г,Lenta
31,"Макароны BARILLA Mini Farfalle n.64 из твердых сортов пшеницы группа А высший сорт, 400г",163.15,400г,Lenta
31,"Макароны BARILLA Spaghetti n.5 из твердых сортов пшеницы группа А высший сорт, 450г",104.99,450г,Lenta
31,"Макароны BARILLA Stelline n.27 из твердых сортов пшеницы группа А высший сорт, 450г",122.49,450г,Lenta
31,"Макароны BARILLA Chifferi rigati n.41, группа А высший сорт, 450г",121.05,450г,Lenta
31,"Макароны AIDA Tagliatelle Гнезда, 250г",126.31,250г,Lenta
31,"Макароны MAKFA Цветочки, 450гр",74.99,450г,Lenta
31,"Макароны ШЕБЕКИНСКИЕ Лапша Лингвини №11 группа А, высший сорт, 450г",79.99,450г,Lenta
31,"Макароны ЦАРЬ Лапша гречневая, 400г",57.49,400г,Lenta
31,"Лапша пшеничная ЦАРЬ, 450г",56.99,450г,Lenta
31,"Макароны GRANMULINO Premium Бантики, 400г",105.29,400г,Lenta
31,"Макароны PASTA ZARA Capellini №1, 500г",121.09,500г,Lenta
31,"Макароны BARILLA Bavettine №11 группа А, высший сорт, 450г",123.49,450г,Lenta
31,"Макароны BARILLA Girandole №34, 450г",120.99,450г,Lenta
31,"Макароны BARILLA Conchiglie rigate №93 группа А, высший сорт, 450г",163.15,450г,Lenta
31,"Макароны ШЕБЕКИНСКИЕ Спагеттини №001, 450г",79.99,450г,Lenta
31,"Макароны MALTAGLIATI Capellini № 002, 450г",94.49,450г,Lenta
31,"Макароны MALTAGLIATI Linguine № 010, 450г",94.49,450г,Lenta
31,"Макароны MALTAGLIATI Conchiglie № 040, 450г",94.49,450г,Lenta
31,"Макароны MALTAGLIATI Cavatappi № 069, 450г",94.49,450г,Lenta
31,"Макароны MALTAGLIATI Spaghetti № 004, 450г",93.99,450г,Lenta
31,"Макароны MALTAGLIATI Chifferini Rigati № 038, 450г",93.99,450г,Lenta
31,"Макароны MALTAGLIATI  Filini № 090, 450г",105.29,450г,Lenta
31,"Макароны ШЕБЕКИНСКИЕ Улитка Мезо №390, 450г",79.99,450г,Lenta
31,"Макароны DE CECCO Картофельные клецки Ниоки, 500г",283.49,500г,Lenta
31,"Макароны PASTA ZARA Cavatappi Рожок Витой №61, 500г",121.05,500г,Lenta
31,"Макароны MALTAGLIATI Перо рифленое №74, 450г",94.49,450г,Lenta
31,"Макароны MALTAGLIATI Спираль лигурийская, 450г",93.99,450г,Lenta
31,"Макароны MALTAGLIATI Рожок крупный, 450г",94.49,450г,Lenta
31,"Макароны GRAND DI PASTA Спагетти, 450г",104.2,450г,Lenta
31,"Макароны MAKFA Капеллини, вермишель длинная, 450г",74.99,450г,Lenta
31,"Макароны MAKFA Спагетти, вермишель длинная, 450г",74.99,450г,Lenta
31,"Макароны ШЕБЕКИНСКИЕ Ракушечка №193, 450г",79.99,450г,Lenta
31,"Макароны MUTLU Spirali, спиральки, 500г",86.49,500г,Lenta
31,"Макароны MUTLU Stars, звездочки, 500г",85.49,500г,Lenta
31,"Макароны MUTLU Cavatappi, рожки, 500г",86.49,500г,Lenta
31,"Макароны MUTLU Fusilli, 350г",84.29,350г,Lenta
31,"Макароны GRAND DI PASTA Campanelle группа А, 450г",104.2,450г,Lenta
31,"Макароны GRAND DI PASTA Cavatappi группа А, 450г",116.49,450г,Lenta
31,"Макароны ТВЕРДЫЙ ЗНАК Сапожок, группа А, 2кг",242.19,2000г,Lenta
31,"Макароны PASTERONI Penne rigate №129 группа А, 400г",127.99,400г,Lenta
31,"Макароны PASTERONI Fusilli №125 группа А, 400г",125.99,400г,Lenta
31,"Макароны PASTERONI Chiferi Grandi №130 группа А, 400г",127.99,400г,Lenta
31,"Макароны PASTERONI Грандине птитим №122, 400г",125.99,400г,Lenta
31,"Макароны MARCO PANATTI Рожки группа А высший сорт, 800г",90.49,800г,Lenta
31,"Макароны MARCO PANATTI Спагетти группа А высший сорт, 800г",90.49,800г,Lenta
31,"Макароны MARCO PANATTI Ракушки группа А высший сорт, 800г",89.49,800г,Lenta
31,"Макароны ЛЕНТА Перья группа А, высший сорт, 450г",63.19,450г,Lenta
31,"Макароны ЛЕНТА Рожки группа А, высший сорт, 450г",63.19,450г,Lenta
31,"Макароны ЛЕНТА Спирали группа А, высший сорт, 450г",63.19,450г,Lenta
31,"Макароны ЛЕНТА Ракушки группа А, высший сорт, 450г",63.19,450г,Lenta
31,"Макароны ЛЕНТА Спагетти группа А, высший сорт, 450г",63.19,450г,Lenta
31,"Макароны цельнозерновые PORTO PIATTI Penne Rigate Перья, 450г",84.2,450г,Lenta
31,"Макароны цельнозерновые PORTO PIATTI Fusilli Спирали, 450г",84.2,450г,Lenta
31,"Макароны безглютеновые ЛЕНТА LIFE Спагетти, из кукурузной муки, 300г",105.29,300г,Lenta
31,"Макароны ВЫБОР СЕМЬИ Рожки группа В, 400г",42.19,400г,Lenta
31,"Макароны MARCO PANATTI Ризо №121, 400г",94.79,400г,Lenta
31,"Макароны MARCO PANATTI Спагетти, 400г",94.79,400г,Lenta
31,"Макароны ВЫБОР СЕМЬИ Спагетти группа В, 400г",42.19,400г,Lenta
31,"Макароны ВЫБОР СЕМЬИ Спиральки группа В, 400г",42.19,400г,Lenta
31,"Макароны MARCO PANATTI Рожки витые, 400г",94.79,400г,Lenta
31,"Макароны MARCO PANATTI Звездочки, 400г",94.73,400г,Lenta
31,"Макароны MARCO PANATTI Фигурные спиральки, 400г",94.79,400г,Lenta
31,"Макароны ЛЕНТА Лапша высший сорт, 450г",63.19,450г,Lenta
31,"Макароны PORTO PIATTI Каннеллони, 200г",115.79,200г,Lenta
31,"Макароны PORTO PIATTI Гнезда Папарделле, 400г",105.29,400г,Lenta
31,"Макароны PORTO PIATTI Триполини, 200г",105.29,200г,Lenta
31,"Макароны PORTO PIATTI Фунгетто, 400г",105.29,400г,Lenta
31,"Макароны PORTO PIATTI Фиори Фестонати Ригати, 400г",105.29,400г,Lenta
31,"Макароны PORTO PIATTI Птитим, 400г",95.99,400г,Lenta
31,"Макароны MARCO PANATTI Лазанья, 250г",105.26,250г,Lenta
31,"Макароны ВАУ МЯУ! Игрушки, 300г",57.89,300г,Lenta
31,"Макароны 365 ДНЕЙ Вермишель, высший сорт группа В, 500г",26.49,500г,Lenta
31,"Макароны безглютеновые ЛЕНТА LIFE Рожки, из кукурузной муки с добавлением амарантовой муки, 250г",130.49,250г,Lenta
31,"Макароны FEDERICI Cпагетти №3, 400г",105.29,400г,Lenta
31,"Макароны FEDERICI Вермишель №96, 400г",105.29,400г,Lenta
31,"Макароны PASTERONI Спагеттони №118, 400г",127.99,400г,Lenta
31,"Макароны PASTERONI Капеллини №102, 400г",127.99,400г,Lenta
31,"Макароны PASTERONI Джирандоле №124, 400г",127.99,400г,Lenta
31,"Макароны PASTERONI Казаречче №123, 400г",127.99,400г,Lenta
31,"Макароны DE CECCO Фузилли №34, 250г",175.49,250г,Lenta
31,"Макароны безглютеновые ЛЕНТА LIFE Спиральки, из гречневой муки с добавлением амарантовой муки, 250г",151.99,250г,Lenta
31,"Макароны GRANMULINO Premium Спираль тонкая, 400г",106.49,400г,Lenta
31,"Макароны SUPER с сырным соусом, 143г",84.2,143г,Lenta
31,"Лапша яичная PORTO PIATTI группа А высший сорт, 400г",105.26,400г,Lenta
31,"Макароны BAISAD Перья группа А, с томатно-сырным соусом Арабьята, 270г",138.49,270г,Lenta
31,"Макароны BAISAD Спираль группа А, с сырным соусом и пряными травами Песто, 270г",138.49,270г,Lenta
31,"Макароны безглютеновые ЛЕНТА LIFE Спиральки, из кукурузной муки с добавлением амарантовой, 250г",130.49,250г,Lenta
31,"Макароны безглютеновые ЛЕНТА LIFE Вермишель, из кукурузной муки с добавлением амарантовой, 250г",126.31,250г,Lenta
31,"Макароны BONVIDA Рожки группа А, высший сорт, 3кг",382.49,3000г,Lenta
31,"Лапша яичная SUPER Лагманная, 250г",64.49,250г,Lenta
31,"Макароны BARILLA Festivi из твердых сортов пшеницы, 400г",135.49,400г,Lenta
31,"Макароны FOODY Mac&Cheese, с сырным соусом с курицей, 143г",105.26,143г,Lenta
31,"Макароны FOODY Mac&Cheese, с сырным соусом карбонара с беконом, 143г",105.26,143г,Lenta
31,"Макароны FOODY Mac&Cheese, с сырным соусом пармезан, 143г",105.26,143г,Lenta
31,"Макароны гречневые ЗДОРОВЕЙ Спиральки Fusilli, 300г",199.99,300г,Lenta
31,"Макароны рисово-кукурузные безглютеновые ДИЕТИКА Спираль, 300г",199.99,300г,Lenta
31,"Макароны PASTERONI Chifferi Rigati №131, из твердых сортов пшеницы группа А, 400г",126.39,400г,Lenta
31,"Макароны BORGES Паста Linguine, 500г",347.39,500г,Lenta
31,"Макароны РОЛЛТОН Рожки, с оливковым маслом, 400г",78.99,400г,Lenta
31,"Макароны РОЛЛТОН Спирали, с оливковым маслом, 400г",78.99,400г,Lenta
31,"Макароны РОЛЛТОН Ракушки, с оливковым маслом, 400г",78.99,400г,Lenta
31,"Макароны РОЛЛТОН Витки, с оливковым маслом, 400г",78.99,400г,Lenta
85,"Мороженое 365 ДНЕЙ с ароматом ванили, с змж, 1000г",143.49,1000г,Lenta
85,"Мороженое ПЕТРОХОЛОД Митя сливочное двухслойное ванильное и шоколадное в шоколадной глазури, без змж, батончик, 70г",57.89,70г,Lenta
85,"Мороженое ТАЛОСТО Ля фам Крем-брюле с вареным сгущенным молоком 8%, без змж, вафельный рожок, 70г",62.99,70г,Lenta
85,"Мороженое ТАЛОСТО Крутышка во взбитой шоколадной глазури 8%, трубочка, 
90г",63.19,90г,Lenta
85,"Мороженое РУССКИЙ ХОЛОДЪ Юбилейное Домашнее ванильное 12%, с змж, пакет, 1000г",426.49,1000г,Lenta
85,"Мороженое ЛЕНИНГРАДСКОЕ Сливочное в двойном шоколаде 21,9%, без змж, эскимо, 80г",68.49,80г,Lenta
85,"Мороженое ТАЛОСТО Найди свой Оазис Крем-брюле с вареным сгущенным молоком в шоколадной глазури 12%, без змж, батончик, 70г",62.99,70г,Lenta
85,"Мороженое Ленинградское, сливочное в шоколадной глазури 20%, без змж, 
брикет, 80г",68.49,80г,Lenta
85,"Мороженое 365 ДНЕЙ Ванильное 10%, с змж, вафельный стаканчик, 70г",14.79,70г,Lenta
85,"Мороженое ЛЕНТА Пломбир фисташковый, без змж, 400г",315.78,400г,Lenta
85,"Мороженое ЛЕНТА Пломбир лесные ягоды, без змж, 400г",315.78,400г,Lenta
85,"Мороженое ЛЕНТА Пломбир шоколадный с шоколадной крошкой, без змж, 400г",315.78,400г,Lenta
85,"Мороженое ЛЕНТА Пломбир крем-брюле, без змж, 400г",315.78,400г,Lenta
85,"Мороженое ЛЕНТА Пломбир ванильный, без змж, 400г",315.78,400г,Lenta
85,"Мороженое ЧИСТАЯ ЛИНИЯ Сахарный рожок пломбир ванильный 12%, без змж, вафельный рожок, 110г",194.79,110г,Lenta
85,"Мороженое ЧИСТАЯ ЛИНИЯ Семейное пломбир ванильный 12%, без змж, пакет, 450г",526.31,450г,Lenta
85,"Мороженое КОРОВКА ИЗ КОРЕНОВКИ Пломбир, без змж, вафельный стаканчик, 100г",115.79,100г,Lenta
85,"Мороженое КОРОВКА ИЗ КОРЕНОВКИ Пломбир крем-брюле, без змж, вафельный стаканчик, 100г",115.79,100г,Lenta
85,"Мороженое КОРОВКА ИЗ КОРЕНОВКИ Пломбир шоколадный, без змж, вафельный стаканчик, 100г",115.79,100г,Lenta
85,"Мороженое ЧИСТАЯ ЛИНИЯ Пломбир шоколадный 12%, без змж, вафельный стаканчик, 80г",115.79,80г,Lenta
85,"Мороженое ЧИСТАЯ ЛИНИЯ Пломбир крем-брюле 12%, без змж, вафельный стаканчик, 80г",157.89,80г,Lenta
85,"Мороженое КОРОВКА ИЗ КОРЕНОВКИ Пломбир 15%, без змж, 1000г",848.49,1000г,Lenta
85,"Мороженое КОРОВКА ИЗ КОРЕНОВКИ Пломбир двухслойный шоколадный и ванильный, без змж, полено, 400г",478.99,400г,Lenta
85,"Мороженое ПЕТРОХОЛОД Как раньше Пломбир ванильный, без змж, брикет, 220г",157.59,220г,Lenta
85,"Мороженое ПЕТРОХОЛОД Как раньше Пломбир крем-брюле, без змж, брикет, 220г",152.49,220г,Lenta
85,"Мороженое КОРОВКА ИЗ КОРЕНОВКИ Пломбир ванильный 15%, без змж, полено, 400г",368.49,400г,Lenta
85,"Мороженое ЗОЛОТОЙ СТАНДАРТ Пломбир с суфле и шоколадным наполнителем, без змж, контейнер, 475г",484.29,475г,Lenta
85,"Мороженое ЗОЛОТОЙ СТАНДАРТ Пломбир классический, без змж, контейнер, 475г",484.29,475г,Lenta
85,"Мороженое ПЕТРОХОЛОД Как раньше Пломбир ванильный, без змж, вафельный рожок, 100г",77.99,100г,Lenta
85,"Мороженое ЗОЛОТОЙ СТАНДАРТ Пломбир, без змж, вафельный рожок, 100г",115.78,100г,Lenta
85,"Мороженое ЗОЛОТОЙ СТАНДАРТ Пломбир с черникой, без змж, контейнер, 475г",484.29,475г,Lenta
85,"Мороженое ЛЕНТА Пломбир крем-брюле, без змж, вафельный стаканчик, 70г",46.39,70г,Lenta
85,"Мороженое ЛЕНТА Пломбир шоколадный, без змж, вафельный стаканчик, 70г",46.39,70г,Lenta
85,"Мороженое ЛЕНТА Пломбир ванильный 15%, без змж, вафельный стаканчик, 70г",46.39,70г,Lenta
85,"Лед для напитков NICE ICE кубики, 1кг",170.49,1000г,Lenta
85,"Мороженое ЗОЛОТОЙ СТАНДАРТ Пломбир в шоколадном печенье, без змж, сэндвич, 69г",105.29,69г,Lenta
85,"Мороженое МАГНАТ Брюнетка 8%, без змж, эскимо, 74г",157.89,74г,Lenta
85,"Мороженое CORNETTO Enigma Единорог, без змж, вафельный рожок, 73г",110.52,73г,Lenta
85,"Мороженое ЧИСТАЯ ЛИНИЯ Радуга пломбир ванильный 12%, без змж, вафельный стаканчик, 90г",147.39,90г,Lenta
85,"Манго ЛЕНТА FRESH на палочке, 80г",94.79,75г,Lenta
85,"Ананас ЛЕНТА FRESH на палочке, 80г",94.79,75г,Lenta
85,"Мороженое КОРОВКА ИЗ КОРЕНОВКИ Пломбир с шоколадной крошкой 15%, без змж, вафельный стаканчик, 80г",115.79,80г,Lenta
85,"Мороженое ЧИСТАЯ ЛИНИЯ Пломбир ванильный 12%, без змж, вафельный стаканчик, 80г",100.99,80г,Lenta
85,"Мороженое ЧИСТАЯ ЛИНИЯ Манго пломбир с пюре и кусочками фруктов 12%, без змж, эскимо, 70г",210.59,70г,Lenta
85,"Мороженое БОДРАЯ КОРОВА Балдежик в шоколадной глазури декорированное арахисом, с змж, вафельный стаканчик, 100г",51.59,100г,Lenta
85,"Мороженое БОДРАЯ КОРОВА Вертушка с черносмородиновым наполнителем, с змж, вафельный стаканчик, 100г",51.59,100г,Lenta
85,"Мороженое ЗОЛОТОЙ СТАНДАРТ Пломбир классический, без змж, 400г",315.78,400г,Lenta
85,"Мороженое ТАЛОСТО Золотой слиток Крем-брюле с вареным сгущенным молоком 8%, без змж, брикет, 200г",168.49,200г,Lenta
85,"Мороженое ТАЛОСТО Черное золото Шоколадное с кусочками шоколада 8%, без змж, брикет, 200г",115.49,200г,Lenta
85,"Мороженое ТАЛОСТО Белое золото Ванильное 8%, без змж, брикет, 200г",121.09,200г,Lenta
85,"Мороженое 48 КОПЕЕК Пломбир, без змж, ванна, 800мл",436.89,800мл,Lenta
85,"Мороженое ЭKZO Драгонфрут, гуанабана без змж, эскимо, 70г",85.49,70г,Lenta
85,"Мороженое ЧИСТАЯ ЛИНИЯ Пломбир ванильный 12%, без змж, эскимо, 70г",136.89,70г,Lenta
85,"Мороженое ЧИСТАЯ ЛИНИЯ Веселый кактус ванильное с клубничным наполнителем 12%, без змж, эскимо, 70г",157.49,80г,Lenta
85,"Лед для коктейлей NICE ICE дробленый, 1000г",221.09,1000г,Lenta
85,"Мороженое БИФИССИМО Полезное мороженое Ванильное без сахара, обогащенное пробиотиками 3%, без змж, картонный стакан, 500г",526.39,500г,Lenta
85,"Мороженое БИФИССИМО Полезное мороженое Шоколадное без сахара, обогащенное пробиотиками 3%, без змж, картонный стакан, 500г",488.49,500г,Lenta
85,"Мороженое БИФИССИМО Полезное мороженое Клубничное без сахара, обогащенное пробиотиками 3%, без змж, картонный стакан, 500г",526.39,500г,Lenta
85,"Мороженое НАСТОЯЩИЙ ПЛОМБИР РУССКИЙ ХОЛОД Ванильное 15%, без змж, эскимо, 70г",90.59,70г,Lenta
85,"Мороженое SNICKERS Ice Cream, сливочное с пастой из арахиса и карамелью 8,5%, без змж, ведро, 340г",642.99,340г,Lenta
85,"Мороженое SNICKERS Ice Cream, молочное с карамелью и арахисом в глазури 5%, без змж, эскимо, 65г",133.49,65г,Lenta
85,"Мороженое MARS Ice Cream, сливочное с карамелью и глазурью 6,5%, без змж, ведро, 300г",607.99,300г,Lenta
85,"Мороженое BOUNTY молочное с кокосовым молоком, мякотью кокоса и молочным шоколадом, без змж, картонный стакан, 272г",673.68,272г,Lenta
85,"Мороженое M&M'S двухслойное молочное арахисовое и сливочное шоколадное с драже, без змж, картонный стакан, 295г",607.99,295г,Lenta
85,"Мороженое МОНАРХ Пралине пломбир с фундуком 12%, без змж, ванна, 460г",555.49,460г,Lenta
85,"Мороженое СВИТЛОГОРЬЕ Пломбир с ванилью в глазури 15%, без змж, эскимо, 80г",98.99,80г,Lenta
85,"Мороженое СВИТЛОГОРЬЕ двухслойное с ванилью в глазури 15%, без змж, эскимо, 80г",98.99,80г,Lenta
85,"Мороженое СВИТЛОГОРЬЕ Золотая ириска 15%, двухслойное в карамельной глазури, без змж, эскимо, 80г",94.49,80г,Lenta
85,"Мороженое СЕЛО ЗЕЛЁНОЕ Пломбир ванильный 15%, без змж, вафельный стаканчик, 90г",105.26,90г,Lenta
85,"Мороженое СЕЛО ЗЕЛЁНОЕ Пломбир шоколадный 15%, без змж, брикет, 200г",199.99,200г,Lenta
85,"Мороженое МАГНАТ Фундук & Шоколад сливочное в молочном шоколаде, без змж, эскимо, 70г",110.59,70г,Lenta
85,"Мороженое СЕЛО ЗЕЛЁНОЕ Пломбир крем-брюле 15%, без змж, брикет, 200г",199.99,200г,Lenta
85,"Мороженое СЕЛО ЗЕЛЁНОЕ Пломбир с черникой 15%, без змж, вафельный 
стаканчик, 70г",94.79,70г,Lenta
85,"Мороженое СЕЛО ЗЕЛЁНОЕ Пломбир фисташковый 15%, без змж, вафельный 
стаканчик, 70г",136.84,70г,Lenta
85,"Мороженое КОРОВКА ИЗ КОРЕНОВКИ Пломбир двухслойный ванильный и манго-маракуйя 15%, без змж, брикет, 400г",419.99,400г,Lenta
85,"Мороженое 48 КОПЕЕК Манго со сливками 6%, без змж, вафельный стаканчик, 
94г",85.49,94г,Lenta
85,"Мороженое СЕЛО ЗЕЛЁНОЕ Пломбир с ароматом клубники во фруктовой глазури 
15%, без змж, эскимо, 70г",84.29,70г,Lenta
85,"Десерт замороженный БОДРАЯ КОРОВА Арбуз-дыня, парфе 8%, без змж, вафельный стаканчик, 80г",26.99,80г,Lenta
85,"Мороженое МАГНАТ Double Шоколад, сливочное 10%, без змж, пластиковый стакан, 310г",692.99,310г,Lenta
85,"Мороженое МАГНАТ Double Соленая карамель, сливочное 10%, без змж, пластиковый стакан, 310г",660.49,310г,Lenta
85,"Мороженое ЛЕНТА PREMIUM Бельгийский шоколад, пломбир 12%, без змж, 80г",121.05,80г,Lenta
85,"Мороженое ЛЕНТА PREMIUM Джиандуйя, сливочное фундучно-шоколадное 8%, без змж, 80г",121.05,80г,Lenta
85,"Мороженое ЛЕНТА со сливочным ликером 10%, без змж, алкоголь менее 0,5%, 
80г",157.89,80г,Lenta
85,"Мороженое ЛЕНТА PREMIUM Мадагаскарская ваниль, пломбир 14%, без змж, 80г",121.05,80г,Lenta
85,"Мороженое ЛЕНТА PREMIUM Соленая карамель, пломбир 15%, без змж, 80г",121.05,80г,Lenta
85,"Мороженое MONTERRA Сорбет Малина-клубника 0,2%, без змж, картонный 
стакан, 306г",692.99,306г,Lenta
85,"Мороженое MONTERRA Ванильное 14,4%, без змж, картонный стакан, 252г",692.99,252г,Lenta
85,"Мороженое MONTERRA Тирамису 13,7%, без змж, картонный стакан, 277г",692.99,277г,Lenta
85,"Мороженое MONTERRA Печенье с карамелью 12%, без змж, картонный стакан, 
298г",692.99,298г,Lenta
85,"Мороженое MONTERRA Грецкий орех с кленовым сиропом 13,6%, без змж, 
картонный стакан, 298г",730.99,298г,Lenta
85,"Мороженое MONTERRA Бельгийский шоколад 17,3%, без змж, картонный стакан, 
276г",692.99,276г,Lenta
85,"Мороженое MONTERRA Манго-сливки 7%, без змж, картонный стакан, 281г",692.99,281г,Lenta
85,"Мороженое MONTERRA Шоколадно-вишневый торт 10,4%, без змж, картонный 
стакан, 300г",692.99,300г,Lenta
85,"Мороженое BONVIDA Сливочное шоколадное 8%, без змж, контейнер, 1,5кг",842.1,1500г,Lenta
85,"Мороженое BONVIDA Сливочное ванильное 8%, без змж, контейнер, 1,5кг",842.1,1500г,Lenta
85,"Мороженое MONTERRA Сорбет Манго-маракуйя 0,3%, картонный стакан, 300г",734.99,300г,Lenta
85,"Мороженое ЗОЛОТОЙ СТАНДАРТ Шоколадный Брауни с арахисом 8%, без змж, ванна, 445г",484.29,445г,Lenta
85,"Мороженое BRAND ICE Миндально-фисташковое, сливочное фисташковое с 
миндалем 18%, без змж, пластиковый стакан, 600г",757.89,600г,Lenta
85,"Мороженое BRAND ICE Печенье со сливками, сливочное ванильное с кусочками 
шоколадного печенья 15%,без змж, пластиковый стакан, 600г",757.89,600г,Lenta
85,"Мороженое НАСТОЯЩИЙ ПЛОМБИР РУССКИЙ ХОЛОДСупер гигант, шоколадное 12%, без змж, вафельный стаканчик, 150г",81.99,150г,Lenta
85,"Мороженое НАСТОЯЩИЙ ПЛОМБИР РУССКИЙ ХОЛОДСупер гигант, ванильное 12%, без змж, вафельный стаканчик, 150г",126.39,150г,Lenta
