country,supermarket,product_category,product_name,supermarket_price,supermarket_price_usd,quantity,unit,normalized_price
Russia,Lenta,ground_coffee,"Кофе молотый ЛЕНТА Amaretto натуральный жареный, 150г (150г)",231.59,2.56045904,0.15,kg,17.069726933333335
Russia,Lenta,ground_coffee,"Кофе молотый ЛЕНТА Irish cream натуральный жареный, 150г (150г)",231.59,2.56045904,0.15,kg,17.069726933333335
Russia,Lenta,ground_coffee,"Кофе молотый 365 ДНЕЙ жареный, 250г (250г)",263.15,2.9093864,0.25,kg,11.6375456
Russia,Lenta,ground_coffee,"Кофе молотый JARDIN Cafe Eclair жареный, 250г (250г)",496.49,5.48919344,0.25,kg,21.95677376
Russia,Lenta,ground_coffee,"Кофе молотый ЛЕНТА натуральный жареный, 250г (250г)",421.05,4.6551288,0.25,kg,18.6205152
Russia,Lenta,ground_coffee,"Кофе молотый EGOISTE Velvet, 200г (200г)",908.49,10.04426544,0.2,kg,50.2213272
Russia,Lenta,ground_coffee,Кофе молотый ALTA ROMA Vero (250г),713.69,7.890556640000001,0.25,kg,31.562226560000003
Russia,Lenta,ground_coffee,"Кофе молотый JARDIN Bravo Brazilia жареный, 250г (250г)",1021.05,11.2887288,0.25,kg,45.1549152
Russia,Lenta,ground_coffee,"Кофе молотый JARDIN Эфиопия Эйфория жаренный, 250г (250г)",1021.05,11.2887288,0.25,kg,45.1549152
Russia,Lenta,ground_coffee,"Кофе молотый BUSHIDO Sensei, 227г (227г)",1021.05,11.2887288,0.227,kg,49.73008281938327
Russia,Lenta,ground_coffee,"Кофе молотый BUSHIDO Red Katana, 227г (227г)",1021.05,11.2887288,0.227,kg,49.73008281938327
Russia,Lenta,ground_coffee,"Кофе молотый BUSHIDO Specialty, 227г (227г)",1102.1,12.184817599999999,0.227,kg,53.677610572687215
Russia,Lenta,ground_coffee,"Кофе молотый BUSHIDO Black Katana, 227г (227г)",1021.05,11.2887288,0.227,kg,49.73008281938327
Russia,Lenta,ground_coffee,"Кофе молотый ЛЕНТА натуральный жареный с ароматом лесного ореха, 150г (150г)",231.59,2.56045904,0.15,kg,17.069726933333335
Russia,Lenta,ground_coffee,"Кофе молотый FRESCO Arabica Solo, 200г (200г)",503.19,5.5632686399999995,0.2,kg,27.816343200000002
Russia,Lenta,ground_coffee,"Кофе молотый CARTE NOIRE Crema delice натуральный жареный, 230г (230г)",982.99,10.86793744,0.23,kg,47.251901913043476
Russia,Lenta,ground_coffee,"Кофе молотый EGOISTE Grand Cru, 250г (250г)",1191.57,13.17399792,0.25,kg,52.69599168
Russia,Lenta,ground_coffee,"Кофе молотый BONVIDA натуральный жареный средняя обжарка, 1кг (1000г)",1999.99,22.11188944,1.0,kg,22.11188944
Russia,Lenta,ground_coffee,"Кофе молотый ЖИВОЙ КОФЕ Арабика, 200г (200г)",454.73,5.02749488,0.2,kg,25.137474400000002
Russia,Lenta,ground_coffee,"Кофе молотый CARTE NOIRE Intense Absolu натуральный жареный, 230г (230г)",982.99,10.86793744,0.23,kg,47.251901913043476
Russia,Lenta,ground_coffee,"Кофе молотый FRESCO Arabica Blend, 250г (250г)",575.79,6.36593424,0.25,kg,25.46373696
Russia,Lenta,ground_coffee,"Кофе молотый для турки и чашки FRESCO Arabica Gusto, 250г (250г)",551.57,6.09815792,0.25,kg,24.39263168
Russia,Lenta,ground_coffee,"Кофе молотый JARDIN Ориджинал оро жареный, 250г (250г)",818.94,9.054200640000001,0.25,kg,36.216802560000005
Russia,Lenta,ground_coffee,"Кофе молотый PREMIUM CLUB Classic, 250г (250г)",631.57,6.98263792,0.25,kg,27.93055168
Russia,Lenta,ground_coffee,"Кофе молотый PREMIUM CLUB Espresso, 250г (250г)",631.57,6.98263792,0.25,kg,27.93055168
Russia,Lenta,ground_coffee,"Кофе молотый POETTI Daily Arabica для чашки, 250г (250г)",583.49,6.45106544,0.25,kg,25.80426176
Russia,Lenta,ground_coffee,"Кофе молотый POETTI Daily Classic Crema, 250г (250г)",559.99,6.19124944,0.25,kg,24.76499776
Russia,Lenta,ground_coffee,"Кофе молотый POETTI Daily Mokka, 250г (250г)",559.99,6.19124944,0.25,kg,24.76499776
Russia,Lenta,ground_coffee,"Кофе молотый POETTI Leggenda Original натуральный жареный, 250г (250г)",762.1,8.4257776,0.25,kg,33.7031104
Russia,Lenta,ground_coffee,"Кофе молотый POETTI Leggenda Ruby натуральный жареный, 250г (250г)",762.1,8.4257776,0.25,kg,33.7031104
Russia,Lenta,ground_coffee,"Кофе молотый MACCOFFEE Pure Espresso Forte натуральный жареный, 250г (250г)",518.99,5.73795344,0.25,kg,22.95181376
Russia,Lenta,ground_coffee,"Кофе молотый ЖОКЕЙ Классический жареный, 100г (100г)",226.31,2.50208336,0.1,kg,25.0208336
Russia,Lenta,ground_coffee,"Кофе молотый ЖОКЕЙ По-восточному жареный, 100г (100г)",226.31,2.50208336,0.1,kg,25.0208336
Russia,Lenta,ground_coffee,"Кофе молотый ROMEO ROSSI Crema натуральный жареный, 250г (250г)",681.05,7.5296888,0.25,kg,30.1187552
Russia,Lenta,ground_coffee,"Кофе молотый ROMEO ROSSI Intenso натуральный жарнный, 250г (250г)",497.99,5.50577744,0.25,kg,22.02310976
Russia,Lenta,ground_coffee,"Кофе молотый 365 ДНЕЙ жареный, 100г (100г)",105.26,1.16375456,0.1,kg,11.6375456
Russia,Lenta,ground_coffee,"Кофе молотый EGOISTE Captain, 250г (250г)",1109.49,12.26652144,0.25,kg,49.06608576
Russia,Lenta,ground_coffee,"Кофе молотый EGOISTE Voyage, 250г (250г)",1118.99,12.37155344,0.25,kg,49.48621376
Russia,Lenta,ground_coffee,"Кофе молотый AMBASSADOR Adora натуральный жареный, темная обжарка, 95г (95г)",269.49,2.9794814400000003,0.095,kg,31.362962526315798
Russia,Lenta,ground_coffee,"Кофе молотый MONARCH Brazilian Selection натуральный жареный, 230г (230г)",476.49,5.26807344,0.23,kg,22.90466713043478
Russia,Lenta,ground_coffee,"Кофе молотый JULIUS MEINL Ароматный, 220г (220г)",993.68,10.98612608,0.22,kg,49.936936727272716
Russia,Lenta,ground_coffee,"Кофе молотый MARCO PANATTI Delicato, 250г (250г)",526.31,5.818883359999999,0.25,kg,23.275533439999997
Russia,Lenta,ground_coffee,"Кофе молотый MARCO PANATTI Intenso, 250г (250г)",477.49,5.27912944,0.25,kg,21.11651776
Russia,Lenta,ground_coffee,"Кофе молотый COFFESSO Crema, 250г (250г)",543.15,6.0050664,0.25,kg,24.0202656
Russia,Lenta,ground_coffee,"Кофе молотый COFFESSO Mokka, 250г (250г)",498.99,5.51683344,0.25,kg,22.06733376
Russia,Lenta,ground_coffee,"Кофе молотый COFFESSO Allure, 250г (250г)",594.49,6.57268144,0.25,kg,26.29072576
Russia,Lenta,ground_coffee,"Кофе молотый POETTI Soul of Havana, 200г (200г)",629.47,6.95942032,0.2,kg,34.797101600000005
Russia,Lenta,ground_coffee,"Кофе молотый POETTI Soul of Rome, 200г (200г)",438.49,4.84794544,0.2,kg,24.239727199999997
Russia,Lenta,ground_coffee,"Кофе молотый POETTI Soul of Istanbu, 200г (200г)",563.15,6.2261864,0.2,kg,31.130931999999998
Russia,Lenta,ground_coffee,"Кофе молотый JULIUS MEINL Prasident натуральный жареный, 220г (220г)",1021.05,11.2887288,0.22,kg,51.312403636363626
Russia,Lenta,ground_coffee,"Кофе молотый TIBIO Gold Мокка натуральный жареный, 250г (250г)",672.63,7.43659728,0.25,kg,29.74638912
Russia,Lenta,ground_coffee,"Кофе молотый COFFEE TURCA Special Turkish, 250г (250г)",1143.15,12.6386664,0.25,kg,50.5546656
Russia,Lenta,ground_coffee,"Кофе молотый MONARCH Origins Tropical Selection, 230г (230г)",939.99,10.39252944,0.23,kg,45.18491060869565
Russia,Lenta,ground_coffee,"Кофе молотый COFFESSO Jezva Red, 100г (100г)",244.2,2.6998751999999997,0.1,kg,26.998751999999996
Russia,Lenta,ground_coffee,"Кофе молотый TCHIBO Фэмили натуральный жареный, 500г (500г)",1279.99,14.15156944,0.5,kg,28.30313888
Russia,Lenta,ground_coffee,"Кофе молотый ALTA ROMA Caffe Latte, 250г (250г)",503.19,5.5632686399999995,0.25,kg,22.253074559999998
Russia,Lenta,ground_coffee,"Кофе молотый ALTA ROMA Arabica Classico, 250г (250г)",729.49,8.06524144,0.25,kg,32.26096576
Russia,Lenta,ground_coffee,"Кофе молотый TIBIO Фэмили натуральный жареный, 250г (250г)",713.69,7.890556640000001,0.25,kg,31.562226560000003
Russia,Lenta,ground_coffee,"Кофе молотый TIBIO Голд Селекшн натуральный жареный, 250г (250г)",647.39,7.15754384,0.25,kg,28.63017536
Russia,Lenta,ground_coffee,"Кофе молотый TIBIO Голд Мокка Итальяно натуральный жареный, 250г (250г)",647.39,7.15754384,0.25,kg,28.63017536
Russia,Lenta,ground_coffee,"Кофе молотый COFFESSO Бленд арабики и робусты, для чашки и турки, 200г (200г)",422.19,4.66773264,0.2,kg,23.3386632
Russia,Lenta,ground_coffee,"Кофе молотый COFFESSO Jezva Gold 100% Arabica, 100г (100г)",304.29,3.3642302400000004,0.1,kg,33.642302400000005
Russia,Lenta,ground_coffee,"Кофе молотый COFFESSO Jezva Gold 100% Arabica, 200г (200г)",567.39,6.27306384,0.2,kg,31.3653192
Russia,Lenta,ground_coffee,Кофе COFFESSO MASSIMO молотый м/у (250г),729.49,8.06524144,0.25,kg,32.26096576
Russia,Lenta,ground_coffee,Кофе COFFESSO VELUTTO молотый м/у (250г),891.59,9.85741904,0.25,kg,39.42967616
Russia,Lenta,fish_sauce,"Соус PAN-ASIAN Рыбный, 250мл (250мл)",210.52,2.32750912,0.25,l,9.31003648
Russia,Lenta,bread,"Багет ЛЕНТА FRESH Французский, 300г (300г)",57.89,0.64003184,0.3,kg,2.1334394666666667
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Балтийский с сыром, 400г (400г)",85.49,0.9451774399999999,0.4,kg,2.3629436
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Балтийский, 400г (400г)",57.89,0.64003184,0.4,kg,1.6000796
Russia,Lenta,bread,"Багет ЛЕНТА FRESH Парижский классический, 300г (300г)",90.59,1.00156304,0.3,kg,3.3385434666666662
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Дарницкий, 300г (300г)",27.36,0.30249216,0.3,kg,1.0083072
Russia,Lenta,bread,"Хлеб заварной ЛЕНТА FRESH Бородинский, 400г (400г)",93.49,1.03362544,0.4,kg,2.5840636
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Сицилийский с итальянскими травами, 300г (300г)",84.2,0.9309152,0.3,kg,3.103050666666667
Russia,Lenta,bread,"Хлеб пшеничный ЛЕНТА FRESH на опаре, 300г (300г)",32.49,0.35920944,0.3,kg,1.1973648
Russia,Lenta,bread,"Багет ЛЕНТА FRESH Французский, мини, 100г (1*100г)",13.49,0.14914544,0.1,kg,1.4914544
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Кукурузный особый, 350г (350г)",102.99,1.13865744,0.35,kg,3.2533069714285707
Russia,Lenta,bread,"Багет ЛЕНТА FRESH Традиционный, 230г (230г)",69.49,0.76828144,0.23,kg,3.340354086956521
Russia,Lenta,bread,"Хлеб зерновой ЛЕНТА FRESH Идеальная фигура, 360г (360г)",109.99,1.21604944,0.36,kg,3.377915111111111
Russia,Lenta,bread,"Хлеб зерновой бездрожжевой ЛЕНТА FRESH, 400г (400г)",136.84,1.51290304,0.4,kg,3.7822576000000003
Russia,Lenta,bread,"Хлеб бездрожжевой ЛЕНТА FRESH, 400г (400г)",85.49,0.9451774399999999,0.4,kg,2.3629436
Russia,Lenta,bread,"Багет пшеничный ЛЕНТА FRESH Деревенский, на закваске, 300г (300г)",85.49,0.9451774399999999,0.3,kg,3.150591466666666
Russia,Lenta,bread,"Багет ржано-пшеничный ЛЕНТА FRESH Деревенский, на закваске, весовой ()",82.95,0.9170952,0.3,kg,3.056984
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Купеческий, на закваске, весовой ()",154.0,1.702624,0.5,kg,3.405248
Russia,Lenta,bread,"Багет ЛЕНТА FRESH с начинкой пицца, 140г (140г)",64.49,0.71300144,0.14,kg,5.092867428571428
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Чиабатта на закваске, 250г (250г)",55.78,0.61670368,0.25,kg,2.46681472
Russia,Lenta,bread,"Хлеб ржаной ЛЕНТА FRESH Чиабатта на закваске, 250г (250г)",58.99,0.65219344,0.25,kg,2.60877376
Russia,Lenta,bread,"Хлеб пшенично-ржаной бездрожжевой ЛЕНТА FRESH, 300г (300г)",78.94,0.87276064,0.3,kg,2.9092021333333333
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Польза Чиа на закваске, 300г (300г)",70.49,0.7793374399999999,0.3,kg,2.5977914666666666
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Энергия полбы, на закваске, 300г (300г)",70.49,0.7793374399999999,0.3,kg,2.5977914666666666
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Многозерновой, 400г (400г)",85.49,0.9451774399999999,0.4,kg,2.3629436
Russia,Lenta,bread,"Батон ЛЕНТА FRESH Городской на опаре, 300г (300г)",42.99,0.47529744,0.3,kg,1.5843248
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Деревенский на закваске, 400г (400г)",53.49,0.59138544,0.4,kg,1.4784636000000002
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Славянский на закваске, 500г (500г)",64.49,0.71300144,0.5,kg,1.42600288
Russia,Lenta,bread,"Батон ЛЕНТА FRESH Гусарский на закваске, весовой ()",121.19,1.33987664,0.6,kg,2.233127733333333
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Рижский на закваске, 500г (500г)",94.73,1.04733488,0.5,kg,2.09466976
Russia,Lenta,bread,"Хлеб пшеничный формовой ЛЕНТА FRESH 1-й сорт, на закваске, 450г (450г)",53.49,0.59138544,0.45,kg,1.3141898666666667
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH с отрубями на закваске, 300г (300г)",42.19,0.46645264,0.3,kg,1.5548421333333333
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Солнышко на закваске, 500г (500г)",68.42,0.75645152,0.5,kg,1.51290304
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Домашний с кунжутом на закваске, 250г (250г)",32.49,0.35920944,0.25,kg,1.43683776
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Семизерновой ароматный на закваске, 400г (400г)",95.99,1.06126544,0.4,kg,2.6531636
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Мариинский на закваске, 300г (300г)",58.99,0.65219344,0.3,kg,2.1739781333333332
Russia,Lenta,bread,"Хлеб ЛЕНТА FRESH Питательный Киноа на закваске, 250г (250г)",80.99,0.8954254399999999,0.25,kg,3.5817017599999996
Russia,Lenta,bread,"Багет ржаной, 200г (200г)",42.99,0.47529744,0.2,kg,2.3764871999999997
Russia,Lenta,bread,"Багет Лента Парижский, 170г (170г)",26.99,0.29840143999999996,0.17,kg,1.755302588235294
Russia,Lenta,bread,"Багет Прованс, 200г (200г)",74.99,0.82908944,0.2,kg,4.1454471999999996
Russia,Lenta,bread,"Багет с ветчиной и сыром, 250г (250г)",85.49,0.9451774399999999,0.25,kg,3.7807097599999997
Russia,Lenta,bread,"Багет с луком, 190г (190г)",84.2,0.9309152,0.19,kg,4.899553684210526
Russia,Lenta,bread,Хлеб Нордик с орехами и сухофруктами на закваске (СП) ЛЕНТА FRESH (170г),105.29,1.16408624,0.17,kg,6.847566117647059
Russia,Lenta,buckwheat,"Крупа гречневая АЛТАЙСКАЯ СКАЗКА быстроразваривающаяся Экстра, ядрица, 800г (800г)",150.59,1.66492304,0.8,kg,2.0811538
Russia,Lenta,tofu,"Продукт белковый РОССОЯ Тофу натуральный, 120г (120г)",89.49,0.98940144,0.12,kg,8.245012
Russia,Lenta,tofu,"Продукт соевый REGALIO VEGAN Тофу Классический, 200г (200г)",126.39,1.39736784,0.2,kg,6.9868392
Russia,Lenta,tofu,"Тофу VEG`S Оригинальный, 250г (250г)",141.99,1.56984144,0.25,kg,6.27936576
Russia,Lenta,tofu,"Тофу ЛЕНТА LIFE, 120г (120г)",94.79,1.04799824,0.12,kg,8.733318666666667
Russia,Lenta,rice,"Рис круглозерный МИСТРАЛЬ Кубань 1-й сорт, 900г (900г)",178.49,1.9733854400000002,0.9,kg,2.1926504888888894
Russia,Lenta,chicken_fillet,"Филе куриное ПЕТЕЛИНКА, 550г (550г)",304.49,3.36644144,0.55,kg,6.120802618181818
Russia,Lenta,egg,"Яйцо куриное СМЕТАНИНО От молодой курицы С2, 10шт (10шт)",142.19,1.57205264,10.0,piece,0.15720526399999998
Russia,Lenta,rice,"Рис НАЦИОНАЛЬ Краснодарский 1-й сорт, 900г (900г)",151.49,1.67487344,0.9,kg,1.860970488888889
Russia,Lenta,buckwheat,"Крупа гречневая НАЦИОНАЛЬ ядрица, быстроразваривающаяся 1-й сорт, 900г (900г)",126.39,1.39736784,0.9,kg,1.5526309333333335
Russia,Lenta,buckwheat,"Крупа гречневая PROSTO высший сорт, в пакетиках, 8х62,5г (500г)",100.99,1.11654544,0.5,kg,2.23309088
Russia,Lenta,rice,"Рис PROSTO Золотистый 1-й сорт, в пакетиках, 8х62,5г (500г)",159.99,1.76884944,0.5,kg,3.53769888
Russia,Lenta,buckwheat,"Крупа гречневая МИСТРАЛЬ ядрица высший сорт, 900г (900г)",146.99,1.62512144,0.9,kg,1.805690488888889
Russia,Lenta,rice,"Рис НАЦИОНАЛЬ Золотистый 1-й сорт, 1,5кг (1,5кг)",347.36,3.84041216,1.5,kg,2.560274773333333
Russia,Lenta,rice,"Рис НАЦИОНАЛЬ Краснодарский 1-й сорт, 1,5кг (1,5кг)",241.49,2.66991344,1.5,kg,1.7799422933333333
Russia,Lenta,rice,"Рис НАЦИОНАЛЬ Отборный 1-й сорт, 1,5кг (1,5кг)",424.49,4.69316144,1.5,kg,3.1287742933333336
Russia,Lenta,rice,"Рис пропаренный АГРО-АЛЬЯНС Gold, 900г (900г)",159.49,1.7633214400000001,0.9,kg,1.9592460444444446
Russia,Lenta,rice,"Рис кубанский АГРО-АЛЬЯНС Экстра Элитный, 1-й сорт, 900г (900г)",147.39,1.6295438399999997,0.9,kg,1.8106042666666664
Russia,Lenta,buckwheat,"Крупа гречневая АГРО-АЛЬЯНС Экстра Элитная высший сорт, 900г (900г)",125.99,1.3929454399999999,0.9,kg,1.5477171555555553
Russia,Lenta,rice,"Рис длиннозерный МИСТРАЛЬ Басмати, 500г (500г)",265.49,2.93525744,0.5,kg,5.87051488
Russia,Lenta,rice,"Рис длиннозерный МИСТРАЛЬ Жасмин, 500г (500г)",184.2,2.0365151999999997,0.5,kg,4.0730303999999995
Russia,Lenta,rice,"Рис длиннозерный ЛЕНТА 1-й сорт, 900г (900г)",136.89,1.5134558399999998,0.9,kg,1.6816175999999998
Russia,Lenta,rice,"Рис АГРО-АЛЬЯНС Супер Басмати, Экстра, 500г (500г)",223.49,2.47090544,0.5,kg,4.94181088
Russia,Lenta,rice,"Рис бурый АГРО-АЛЬЯНС Экстра Slim&Fit, нешлифованный, 1-й сорт, 800г (800г)",142.1,1.5710575999999998,0.8,kg,1.963822
Russia,Lenta,rice,"Рис для японской кухни АГРО-АЛЬЯНС Экстра Sushi шлифованный, 1-й сорт, 500г (500г)",117.49,1.29896944,0.5,kg,2.59793888
Russia,Lenta,buckwheat,"Крупа гречневая ПАССИМ Алтайская, высший сорт, 800г (800г)",99.99,1.10548944,0.8,kg,1.3818617999999998
Russia,Lenta,buckwheat,"Крупа гречневая УВЕЛКА Экстра, 800г (800г)",170.49,1.88493744,0.8,kg,2.3561718000000003
Russia,Lenta,rice,"Рис круглозерный УВЕЛКА шлифованный, 800г (800г)",140.99,1.55878544,0.8,kg,1.9484818000000002
Russia,Lenta,rice,"Рис НАЦИОНАЛЬ Басмати шлифованный 1-й сорт, 500г (500г)",205.29,2.26968624,0.5,kg,4.53937248
Russia,Lenta,buckwheat,"Крупа гречневая ЛЕНТА 1-й сорт, в пакетиках, 5х100г (500г)",63.19,0.6986286399999999,0.5,kg,1.3972572799999998
Russia,Lenta,rice,"Рис длиннозерный ЛЕНТА пропаренный 1-й сорт, в пакетиках, 5х100г (500г)",114.79,1.26911824,0.5,kg,2.53823648
Russia,Lenta,rice,"Рис длиннозерный ЛЕНТА Жасмин 1-й сорт, 1500г (1500г)",284.29,3.1431102400000004,1.5,kg,2.0954068266666668
Russia,Lenta,rice,"Рис круглозерный ЛЕНТА высший сорт, в пакетиках, 5х100г (500г)",106.49,1.1773534399999999,0.5,kg,2.3547068799999997
Russia,Lenta,buckwheat,"Крупа гречневая MAKFA ядрица быстроразваривающаяся, высший сорт, 800г (800г)",126.31,1.39648336,0.8,kg,1.7456042000000003
Russia,Lenta,rice,"Рис длиннозерный MAKFA шлифованный 1-й сорт, 800г (800г)",162.49,1.79648944,0.8,kg,2.2456118000000003
Russia,Lenta,rice,"Рис для плова НАЦИОНАЛЬ 1-й сорт, 900г (900г)",146.99,1.62512144,0.9,kg,1.805690488888889
Russia,Lenta,rice,"Рис НАЦИОНАЛЬ Адриатика 1-й сорт, 900г (900г)",170.49,1.88493744,0.9,kg,2.094374933333333
Russia,Lenta,rice,"Рис НАЦИОНАЛЬ Азиатский 1-й сорт, 900г (900г)",242.1,2.6766576,0.9,kg,2.974064
Russia,Lenta,rice,"Рис НАЦИОНАЛЬ Гигант 1-й сорт, 800г (800г)",209.99,2.3216494400000003,0.8,kg,2.9020618000000002
Russia,Lenta,buckwheat,"Крупа гречневая MAKFA Экстра в пакетиках, 6х66г (400г)",89.47,0.98918032,0.396,kg,2.497930101010101
Russia,Lenta,rice,"Рис для плова АГРО-АЛЬЯНС Экстра, 900г (900г)",163.15,1.8037864000000001,0.9,kg,2.0042071111111115
Russia,Lenta,buckwheat,"Крупа гречневая УВЕЛКА ядрица в пакетиках Экстра, 5х80г (400г)",110.52,1.2219091199999998,0.4,kg,3.0547728000000003
Russia,Lenta,rice,"Рис круглозерный УВЕЛКА в пакетиках, 5х80г (400г)",111.49,1.2326334399999999,0.4,kg,3.0815836
Russia,Lenta,rice,"Рис длиннозерный УВЕЛКА шлифованный в пакетиках, 5х80г (400г)",116.99,1.2934414399999998,0.4,kg,3.2336036000000004
Russia,Lenta,rice,"Рис длиннозерный УВЕЛКА пропаренный в пакетиках, 5х80г (400г)",120.99,1.3376654399999999,0.4,kg,3.3441636000000003
Russia,Lenta,buckwheat,"Крупа гречневая ПАССИМ Алтайская, высший сорт, 4х125г (500г)",89.47,0.98918032,0.5,kg,1.97836064
Russia,Lenta,rice,"Рис длиннозерный ПАССИМ Азиатский, в пакетиках, 4х125г (500г)",157.89,1.74563184,0.5,kg,3.49126368
Russia,Lenta,rice,"Рис круглозерный ПАССИМ Дальневосточный высший сорт, в пакетиках, 4х125г (500г)",115.49,1.27685744,0.5,kg,2.55371488
Russia,Lenta,buckwheat,"Крупа гречневая МИСТРАЛЬ ядрица высший сорт, 2000г (2000г)",330.99,3.65942544,2.0,kg,1.82971272
Russia,Lenta,rice,"Рис круглозерный MAKFA шлифованный, 800г (800г)",160.99,1.77990544,0.8,kg,2.2248818
Russia,Lenta,rice,"Рис длиннозерный MAKFA пропаренный, 800г (800г)",159.49,1.7633214400000001,0.8,kg,2.2041518
Russia,Lenta,rice,"Рис кубанский АГРО-АЛЬЯНС Экстра Кулон 1-й сорт, 900г (900г)",152.63,1.68747728,0.9,kg,1.8749747555555554
Russia,Lenta,rice,"Рис круглозерный ПАССИМ Дальневосточный высший сорт, 800г (800г)",179.99,1.98996944,0.8,kg,2.4874618
Russia,Lenta,rice,"Рис круглозерный ЛЕНТА 1-й сорт, 1500г (1500г)",210.59,2.32828304,1.5,kg,1.5521886933333338
Russia,Lenta,rice,"Рис НАЦИОНАЛЬ Бальдо, 800г (800г)",146.99,1.62512144,0.8,kg,2.0314018000000003
Russia,Lenta,rice,"Рис для гарнира PROSTO в пакетиках, 8х62,5г (500г)",130.49,1.44269744,0.5,kg,2.88539488
Russia,Lenta,buckwheat,"Крупа гречневая МИСТРАЛЬ ядрица высший сорт, в пакетиках, 5х80г (400г)",123.49,1.36530544,0.4,kg,3.4132636
Russia,Lenta,rice,"Рис круглозерный MAKFA шлифованный, в пакетиках, 400г (400г)",105.29,1.16408624,0.4,kg,2.9102156000000003
Russia,Lenta,rice,"Рис круглозерный МИСТРАЛЬ Кубань 1-й сорт, в пакетиках, 5х80г (400г)",117.49,1.29896944,0.4,kg,3.2474236000000003
Russia,Lenta,rice,"Рис длиннозерный PROSTO Жасмин, в пакетиках, 8х62,5г (500г)",163.15,1.8037864000000001,0.5,kg,3.6075728000000002
Russia,Lenta,rice,"Рис АГРО-АЛЬЯНС Экстра Gold пропаренный в пакетиках, 5х80г (400г)",124.49,1.37636144,0.4,kg,3.4409036000000004
Russia,Lenta,buckwheat,"Крупа гречневая АГРО-АЛЬЯНС Экстра Элитная в пакетиках, 5х80г (400г)",106.49,1.1773534399999999,0.4,kg,2.9433836
Russia,Lenta,buckwheat,"Крупа гречневая ТЕПЛЫЕ ТРАДИЦИИ ядрица 1-й сорт, 900г (900г)",89.15,0.9856424,0.9,kg,1.0951582222222223
Russia,Lenta,rice,"Рис НАЦИОНАЛЬ Лазер, 800г (800г)",139.99,1.5477294400000001,0.8,kg,1.9346618000000002
Russia,Lenta,rice,"Рис АГРО-АЛЬЯНС Красный рубин, в пакетиках, 5х80г (400г)",221.05,2.4439288,0.4,kg,6.109822
Russia,Lenta,rice,"Рис МИСТРАЛЬ Жасмин, в пакетиках, 5х80г (400г)",178.94,1.97836064,0.4,kg,4.9459016
Russia,Lenta,rice,"Рис НАЦИОНАЛЬ Premium Интеграле, 500г (500г)",136.89,1.5134558399999998,0.5,kg,3.0269116799999995
Russia,Lenta,rice,"Рис для плова МИСТРАЛЬ, 900г (900г)",189.47,2.09478032,0.9,kg,2.327533688888889
Russia,Lenta,buckwheat,"Крупа гречневая ЛЕНТА быстроразваривающаяся, 1,5кг (1500г)",136.89,1.5134558399999998,1.5,kg,1.00897056
Russia,Lenta,rice,"Рис длиннозерный УВЕЛКА пропаренный, 800г (800г)",127.49,1.40952944,0.8,kg,1.7619117999999998
Russia,Lenta,rice,"Рис для традиционного плова МИСТРАЛЬ, 2кг (2кг)",621.09,6.866771040000001,2.0,kg,3.4333855200000003
Russia,Lenta,rice,"Рис УВЕЛКА Жасмин, 500г (500г)",170.49,1.88493744,0.5,kg,3.76987488
Russia,Lenta,rice,"Рис длиннозерный УВЕЛКА классический, 800г (800г)",189.49,2.09500144,0.8,kg,2.6187518
Russia,Lenta,rice,"Рис SHANTI Басмати, 2кг (2000г)",652.69,7.216140640000001,2.0,kg,3.6080703200000004
Russia,Lenta,rice,"Рис MAKFA Басмати, шлифованный, в пакетиках, 6х66,6г (400г)",159.49,1.7633214400000001,0.3996,kg,4.412716316316317
Russia,Lenta,rice,"Рис длиннозерный ЛЕНТА Жасмин, 5х80г (400г)",136.84,1.51290304,0.4,kg,3.7822576000000003
Russia,Lenta,buckwheat,"Крупа гречневая ЛЕНТА в пакетиках, 5х80г (400г)",73.69,0.81471664,0.4,kg,2.0367916
Russia,Lenta,rice,"Рис ЛЕНТА пропаренный, в пакетиках, 5х80г (400г)",105.29,1.16408624,0.4,kg,2.9102156000000003
Russia,Lenta,rice,"Рис круглозерный ЛЕНТА в пакетиках, 5х80г (400г)",84.29,0.9319102400000001,0.4,kg,2.3297756
Russia,Lenta,buckwheat,"Крупа гречневая 365 ДНЕЙ 1-й сорт, 1кг (1000г)",59.99,0.66324944,1.0,kg,0.66324944
