country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,5,0,0.0,7.198642677333334,1.2690989103399282,5.96095296,6.27936576,6.9868392,8.245012,1.965646239999999,5.7486777600000005,8.733318666666667
Vietnam,9,0,0.0,1.384699342087542,0.13548289314852116,1.236453069090909,1.3594186666666666,1.3594186666666666,1.4378466666666663,0.07842799999999972,1.1942445454545452,1.6731306666666663
