country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,32,1,3.125,1.8915678337960249,0.7518087510530654,1.00897056,1.3895595399999998,1.805690488888889,2.3388277000000004,0.9492681600000006,0.66324944,3.4132636
Vietnam,1,0,0.0,4.195898,,4.195898,4.195898,4.195898,4.195898,0.0,4.195898,4.195898
