country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,31,0,0.0,10.279430862386072,4.408896297902542,5.1211392,6.1686952,10.52486976,13.747223880000002,7.578528680000002,2.25531344,17.805688
Vietnam,18,0,0.0,2.492993740740741,1.6648667011074902,1.0442688199999999,1.2901406,1.873775633333333,2.993335333333333,1.703194733333333,0.9372146,6.2585544
