country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Russia,2,0,0.0,6.0475185305263155,0.5003333300419577,5.764487258105263,5.870623985263158,6.0475185305263155,6.224413075789473,0.35378909052631435,5.69372944,6.401307621052631
Vietnam,18,0,0.0,1.9330323444444444,1.0251526231594494,0.69487208,1.17543965,1.8803113,2.1528486,0.97740895,0.568603,3.9959066
