country,count,outliers,outliers_percent,average,std,p10,q1,median,q3,iqr,min,max
Vietnam,11,0,0.0,2.1863502575757576,1.0212856460385862,1.137206,1.294062,1.890675,2.87732725,1.58326525,0.98035,3.7906866666666676
