,name,price,uom,product_type,supermarket,weight,price_kg,number_of_units,price_unit,volume,price_lit
0,Багет традиционный 230г,0.50846544,230 г,bread,Pyaterochka,230.0,2.210719304347826,,,,
1,Багет Фитнес 200г,0.55268944,200 г,bread,Pyaterochka,200.0,2.7634472000000003,,,,
2,Багет мини 120г,0.28734543999999995,120 г,bread,Pyaterochka,120.0,2.3945453333333333,,,,
3,Хлеб Маг с семечками 390г,0.8401454399999999,390 г,bread,Pyaterochka,390.0,2.1542190769230767,,,,
4,Огурцы среднеплодные,1.94574544,Цена за 1 кг,cucumber,Pyaterochka,1000.0,1.94574544,,,,
5,Томаты,2.25531344,Цена за 1 кг,tomato,Pyaterochka,1000.0,2.25531344,,,,
6,Капуста белокочанная,0.44212944000000004,Цена за 1 кг,cabbage,Pyaterochka,1000.0,0.44212944000000004,,,,
7,Лук репчатый,0.66324944,Цена за 1 кг,onion,Pyaterochka,1000.0,0.66324944,,,,
8,Огурцы короткоплодные 450г,2.8744494400000002,450 г,cucumber,Pyaterochka,450.0,6.387665422222223,,,,
9,Огурец Global Village Агромос длинный 1шт.,1.31555344,1 шт,cucumber,Pyaterochka,220.0,5.979788363636364,,,,
10,Томаты Фламенко сливовидные красные 450г,2.6533294400000003,450 г,tomato,Pyaterochka,450.0,5.8962876444444445,,,,
11,Лук-репка Выгодно в сетке,0.53610544,Цена за 1 кг,onion,Pyaterochka,1000.0,0.53610544,,,,
12,Огурец Global Village среднеплодный гладкий 600г,2.96289744,600 г,cucumber,Pyaterochka,600.0,4.9381623999999995,,,,
13,Томаты Фламенко сливовидные,5.52788944,Цена за 1 кг,tomato,Pyaterochka,1000.0,5.52788944,,,,
14,Морковь мытая упаковка 1кг,1.13865744,1 кг,carrot,Pyaterochka,1000.0,1.13865744,,,,
15,Томаты Медовые черри красные круглые 200г,3.31668944,200 г,tomato,Pyaterochka,200.0,16.583447200000002,,,,
16,Огурцы Global Village корнишоны премиум 300г,3.20612944,300 г,cucumber,Pyaterochka,300.0,10.687098133333333,,,,
17,Томаты Черри на ветке 250г,2.63121744,250 г,tomato,Pyaterochka,250.0,10.52486976,,,,
18,Томаты Рост Медовые Черри оранжевые круглые 200г,3.31668944,200 г,tomato,Pyaterochka,200.0,16.583447200000002,,,,
19,Томаты коктейльные 350г,2.50960144,350 г,tomato,Pyaterochka,350.0,7.170289828571429,,,,
20,Баклажан,3.3056334400000003,Цена за 1 кг,eggplant,Pyaterochka,1000.0,3.3056334400000003,,,,
21,Огурцы короткоплодные,4.31172944,Цена за 1 кг,cucumber,Pyaterochka,1000.0,4.31172944,,,,
22,Огурцы Люкс Луховицкие короткоплодные 450г,3.0845134400000003,450 г,cucumber,Pyaterochka,450.0,6.854474311111112,,,,
23,Огурцы Луховицкие длинные 1шт.,1.37083344,250 г,cucumber,Pyaterochka,250.0,5.48333376,,,,
24,Томаты Рост коричневые 350г,2.35481744,350 г,tomato,Pyaterochka,350.0,6.728049828571429,,,,
25,Огурцы среднеплодные колючие 600г,2.96289744,600 г,cucumber,Pyaterochka,600.0,4.9381623999999995,,,,
26,Томаты Сладкая Ягода Черри красные в ассортименте 200г,2.58699344,200 г,tomato,Pyaterochka,200.0,12.9349672,,,,
27,Морковь мини 250г,0.9728174399999999,250 г,carrot,Pyaterochka,250.0,3.8912697599999997,,,,
28,Морковь целая очищенная в вакууме 500г,1.13865744,500 г,carrot,Pyaterochka,500.0,2.27731488,,,,
29,Бананы Global Village,1.87940944,Цена за 1 кг,banana,Pyaterochka,1000.0,1.87940944,,,,
30,Апельсины,1.6582894400000001,Цена за 1 кг,orange,Pyaterochka,1000.0,1.6582894400000001,,,,
31,Бананы Красная Цена фасованные,1.87940944,Цена за 1 кг,banana,Pyaterochka,1000.0,1.87940944,,,,
32,Апельсины фасованные,1.6582894400000001,Цена за 1 кг,orange,Pyaterochka,1000.0,1.6582894400000001,,,,
33,Апельсины Global Village отборные,2.58699344,Цена за 1 кг,orange,Pyaterochka,1000.0,2.58699344,,,,
34,Манго желтое,5.69372944,Цена за 1 кг,mango,Pyaterochka,1000.0,5.69372944,,,,
35,Молоко Домик в деревне пастеризованное 2.5% БЗМЖ 930мл,0.9949294399999999,930 мл,milk,Pyaterochka,,,,,930.0,1.0698166021505375
36,Молоко Станция Молочная пастеризованное 2.5% БЗМЖ 900мл,0.85120144,900 мл,milk,Pyaterochka,,,,,900.0,0.9457793777777777
37,Молоко Простоквашино отборное пастеризованное 3.4-4.5% БЗМЖ 930мл,1.13865744,930 мл,milk,Pyaterochka,,,,,930.0,1.2243628387096774
38,Молоко Село Зеленое пастеризованное 3.2% БЗМЖ 1.947л,2.21108944,1.947 л,milk,Pyaterochka,,,,,1947.0,1.1356391576784797
39,Молоко Му-у ультрапастеризованное 3.2% БЗМЖ 925мл,1.16076944,925 мл,milk,Pyaterochka,,,,,925.0,1.254885881081081
40,Молоко Красная Цена ультрапастеризованное 3.2% БЗМЖ 970мл,0.93964944,970 мл,milk,Pyaterochka,,,,,970.0,0.9687107628865979
41,Молоко сгущенное Рогачевъ с сахаром 8.5% БЗМЖ 380г,1.98996944,380 г,condensed_milk,Pyaterochka,380.0,5.236761684210527,,,,
42,Молоко Красная Цена ультрапастеризованное 2.5% БЗМЖ 0.97л,0.88436944,970 мл,milk,Pyaterochka,,,,,970.0,0.9117210721649484
43,Молоко Домик в деревне отборное пастеризованное 3.7% БЗМЖ 1.4л,1.93468944,1.4 л,milk,Pyaterochka,,,,,1400.0,1.3819210285714287
44,Молоко сгущенное Алексеевское цельное с сахаром 8.5% БЗМЖ 270г,1.4924494400000001,270 г,condensed_milk,Pyaterochka,270.0,5.527590518518519,,,,
45,Молоко Му-у ультрапастеризованное 2.5% БЗМЖ 925мл,1.21604944,925 мл,milk,Pyaterochka,,,,,925.0,1.3146480432432432
46,Молоко Станция Молочная 3.3-6.0% БЗМЖ 930мл,1.02809744,930 мл,milk,Pyaterochka,,,,,930.0,1.1054811182795699
47,Молоко Экомилк цельное отборное пастеризованное 3.4-4.5% БЗМЖ 900мл,0.9949294399999999,900 мл,milk,Pyaterochka,,,,,900.0,1.1054771555555554
48,Молоко С Нашей Фермы ультрапастеризованное 3.2% БЗМЖ 925мл,1.2381614399999998,925 мл,milk,Pyaterochka,,,,,925.0,1.338552908108108
49,Молоко Простоквашино безлактозное ультрапастеризованное 1.5% БЗМЖ 0.97л,1.60964304,970 мл,milk,Pyaterochka,,,,,970.0,1.6594258144329896
50,Молоко цельное сгущенное Станция Молочная 8.5% БЗМЖ 270г,1.00598544,270 г,condensed_milk,Pyaterochka,270.0,3.7258719999999994,,,,
51,Молоко Домик в деревне ультрапастеризованное 2.5% БЗМЖ 950г,1.21604944,950 г,milk,Pyaterochka,,,,,922.3300970873786,1.318453603368421
52,Молоко Сарафаново безлактозное ультрапастеризованное 1.5% БЗМЖ 970мл,1.4371694400000001,970 мл,milk,Pyaterochka,,,,,970.0,1.4816179793814432
53,Молоко Правильное Молоко пастеризованное 3.2-4% БЗМЖ 2л,2.21108944,2 л,milk,Pyaterochka,,,,,2000.0,1.10554472
54,Молоко М ультрапастеризованное 3.2% БЗМЖ 950г,1.27132944,950 мл,milk,Pyaterochka,,,,,950.0,1.3382415157894736
55,Молоко Сарафаново детское ультрапастеризованное 2.5% БЗМЖ 970мл,1.32660944,970 мл,milk,Pyaterochka,,,,,970.0,1.3676385979381442
56,Молоко Станция Молочная пастеризованное 3.2% БЗМЖ 1.55л,1.69145744,1.55 л,milk,Pyaterochka,,,,,1550.0,1.091262864516129
57,Молоко Простоквашино 1.5% БЗМЖ 930мл,1.05020944,930 мл,milk,Pyaterochka,,,,,930.0,1.1292574623655913
58,Молоко Parmalat Natura Premium питьевое ультрапастеризованное 3.5% БЗМЖ 1л,1.72462544,1 л,milk,Pyaterochka,,,,,1000.0,1.72462544
59,Молоко Лебедяньмолоко 3.2% БЗМЖ 1400г,1.6030094400000001,1.4 л,milk,Pyaterochka,,,,,1400.0,1.1450067428571429
60,Молоко ЭкоНива ультрапастеризованное 3.2% БЗМЖ 1л,1.30007504,1 л,milk,Pyaterochka,,,,,1000.0,1.30007504
61,Молоко сгущенное Алексеевское цельное с сахаром 8.5% БЗМЖ 360г,2.10052944,360 мл,condensed_milk,Pyaterochka,360.0,5.834804,,,,
62,Молоко сгущенное Алексеевское цельное с сахаром ГОСТ 8.5% БЗМЖ 100г,0.74064144,100 г,condensed_milk,Pyaterochka,100.0,7.4064144,,,,
63,Молоко ЭкоНива пастеризованное цельное 3.3–6% БЗМЖ 1л,1.3619886399999999,1 л,milk,Pyaterochka,,,,,1000.0,1.3619886399999999
64,Молоко Станция молочная топленое 3.2% БЗМЖ 900мл,1.10548944,900 мл,milk,Pyaterochka,,,,,900.0,1.2283216
65,Молоко сгущенное Рогачевъ цельное с сахаром 8.5% БЗМЖ  270г,1.74673744,270 г,condensed_milk,Pyaterochka,270.0,6.469397925925926,,,,
66,Молоко Искренне Ваш пастеризованное 2.5% БЗМЖ 930г,0.9728174399999999,930 мл,milk,Pyaterochka,,,,,930.0,1.0460402580645158
67,Молоко Лебедяньмолоко 3.2% БЗМЖ 900г,1.02809744,900 мл,milk,Pyaterochka,,,,,900.0,1.1423304888888888
68,Сгущенное молоко Станция Молочная цельное с сахаром 8.5% БЗМЖ 360г,1.4371694400000001,360 г,condensed_milk,Pyaterochka,360.0,3.992137333333334,,,,
69,Молоко Нашей Дойки Отборное пастеризованное 3.4-6% БЗМЖ 900мл,1.10548944,900 мл,milk,Pyaterochka,,,,,900.0,1.2283216
70,Молоко Алексеевское цельное сгущенное с сахаром 8.5% БЗМЖ 7г,0.05516944,7 г,condensed_milk,Pyaterochka,7.0,7.881348571428572,,,,
71,Молоко Домик в деревне безлактозное ультрапастеризованное 1.8% БЗМЖ 950г,1.5477294400000001,924 мл,milk,Pyaterochka,,,,,924.0,1.6750318614718616
72,Молоко Вкуснотеево пастеризованное 3.2% БЗМЖ 900г,1.0723214399999998,874 мл,milk,Pyaterochka,,,,,874.0,1.2269124027459952
73,Молоко Искренне Ваш отборное пастеризованное 3.4-6% БЗМЖ 930г,0.9949294399999999,930 мл,milk,Pyaterochka,,,,,930.0,1.0698166021505375
74,Молоко Асеньевская ферма пастеризованное 3.4-6% БЗМЖ 900мл,1.08337744,900 мл,milk,Pyaterochka,,,,,900.0,1.203752711111111
75,Молоко Промконсервы стерилизованное сгущенное цельное без сахара БЗМЖ 300г,1.00598544,300 г,condensed_milk,Pyaterochka,300.0,3.3532847999999995,,,,
76,Молоко Ecomilk пастеризованное 2.5% БЗМЖ 930мл,0.88436944,930 мл,milk,Pyaterochka,,,,,930.0,0.9509348817204302
77,Молоко ЛебедяньМолоко пастеризованное 3.2% БЗМЖ 450г,0.60796944,437 мл,milk,Pyaterochka,,,,,437.0,1.3912344164759727
78,Тофу VegaNova Классический 250г,1.4371694400000001,250 г,tofu,Pyaterochka,250.0,5.7486777600000005,,,,
79,Яйцо куриное столовое С1 10шт.,0.88436944,10 шт,egg,Pyaterochka,,,10.0,0.08843694399999999,,
80,Яйцо куриное отборное 10шт.,1.10548944,10 шт,egg,Pyaterochka,,,10.0,0.11054894399999998,,
81,Яйцо куриное С2 10шт.,0.7295854399999999,10 шт,egg,Pyaterochka,,,10.0,0.07295854399999999,,
82,Яйцо куриное Окское столовое С1 10шт.,1.32660944,10 шт,egg,Pyaterochka,,,10.0,0.13266094399999998,,
83,Яйцо куриное Окское столовое СО 10шт.,1.5477294400000001,10 шт,egg,Pyaterochka,,,10.0,0.154772944,,
84,Яйцо куриное Село Зеленое Деревенское С1 10шт.,1.5477294400000001,10 шт,egg,Pyaterochka,,,10.0,0.154772944,,
85,Яйцо куриное Роскар Экстра СО 10шт.,1.5477294400000001,10 шт,egg,Pyaterochka,,,10.0,0.154772944,,
86,Яйцо куриное Лето С1 20шт.,2.59804944,20 шт,egg,Pyaterochka,,,20.0,0.12990247200000002,,
87,Яйцо куриное Лето пищевое С1 10шт.,1.38188944,10 шт,egg,Pyaterochka,,,10.0,0.13818894399999998,,
88,Яйцо куриное Окское С1 белое 30 шт.,3.86948944,30 шт,egg,Pyaterochka,,,30.0,0.12898298133333333,,
89,Яйцо куриное Село Зеленое Деревенское С0 10шт.,1.67155664,10 шт,egg,Pyaterochka,,,10.0,0.16715566399999998,,
90,Яйцо куриное Волжанин С1 10шт.,1.38188944,10 шт,egg,Pyaterochka,,,10.0,0.13818894399999998,,
91,Йогурт Даниссимо Фантазия с хрустящими шоколадными шариками 6.9% 105г,0.77380944,105 г,yogurt,Pyaterochka,105.0,7.3696137142857125,,,,
92,Йогурт Даниссимо с хрустящими ягодными шариками 6.9% 105г,0.77380944,105 г,yogurt,Pyaterochka,105.0,7.3696137142857125,,,,
93,Йогурт Epica с манго и семенами чиа 5% 130г,0.60796944,130 г,yogurt,Pyaterochka,130.0,4.676688,,,,
94,Йогурт Epica вишня-черешня 4.8% 130г,0.60796944,130 г,yogurt,Pyaterochka,130.0,4.676688,,,,
95,"Йогурт Растишка со вкусом пломбира, драже хрустящие шарики с ягодным вкусом 3% 116г",0.74064144,116 г,yogurt,Pyaterochka,116.0,6.384839999999999,,,,
96,Йогурт Фругурт персик-маракуйя 2% 240г,0.66324944,240 г,yogurt,Pyaterochka,240.0,2.7635393333333336,,,,
97,Йогурт Фругурт вишня 2% 240г,0.66324944,240 г,yogurt,Pyaterochka,240.0,2.7635393333333336,,,,
98,Йогурт Актибио вишня 2.9% 130г,0.55268944,130 г,yogurt,Pyaterochka,130.0,4.251457230769231,,,,
99,Йогурт Чудо Клубника-земляника 2% 290г,0.88436944,290 г,yogurt,Pyaterochka,290.0,3.0495497931034476,,,,
100,Йогурт Даниссимо Фантазия со вкусом клубники-молочного шоколада 6.9% 105г,0.8180334399999999,105 г,yogurt,Pyaterochka,105.0,7.790794666666666,,,,
101,Йогурт АктиБио чернослив 2.9% 130г,0.5858574400000001,130 г,yogurt,Pyaterochka,130.0,4.506595692307693,,,,
102,Йогурт Простоквашино Греческий 2% 135г,0.65219344,135 г,yogurt,Pyaterochka,135.0,4.831062518518519,,,,
103,Йогурт АктиБио отруби и злаки 2.9% 130г,0.55268944,130 г,yogurt,Pyaterochka,130.0,4.251457230769231,,,,
104,Йогурт АктиБио клубника 2.9% 130г,0.55268944,130 г,yogurt,Pyaterochka,130.0,4.251457230769231,,,,
105,Йогурт Фругурт клубника-малина 2% 240г,0.66324944,240 г,yogurt,Pyaterochka,240.0,2.7635393333333336,,,,
106,Йогурт АктиБио натуральный 3.5% 130г,0.55268944,130 г,yogurt,Pyaterochka,130.0,4.251457230769231,,,,
107,Йогурт Царка земляника 3.5% 400г,0.9507054399999999,400 г,yogurt,Pyaterochka,400.0,2.3767636,,,,
109,Йогурт Простоквашино с черникой двухслойный термостатный 3.4% БЗМЖ 160г,0.55268944,160 г,yogurt,Pyaterochka,160.0,3.4543090000000007,,,,
110,Йогурт Epica Crispy фисташки 4.8% 140г,0.82908944,140 г,yogurt,Pyaterochka,140.0,5.922067428571428,,,,
111,Йогурт Царка манго 3.5% 400г,0.9507054399999999,400 г,yogurt,Pyaterochka,400.0,2.3767636,,,,
112,Йогурт Epica Crispy карамель 4.8% 140г,0.8733134399999999,140 г,yogurt,Pyaterochka,140.0,6.237953142857142,,,,
113,Йогурт Царка вишня 3.5% 400г,0.9507054399999999,400 г,yogurt,Pyaterochka,400.0,2.3767636,,,,
116,Йогурт Коломенский Черника с малиной и манго 5% 170г,0.8069774399999999,170 г,yogurt,Pyaterochka,170.0,4.7469261176470585,,,,
119,Йогурт Teos греческий клубника 2% 140г,0.70747344,140 г,yogurt,Pyaterochka,140.0,5.053381714285714,,,,
120,Йогурт Lactica греческий натуральный 4% 120г,0.66324944,120 г,yogurt,Pyaterochka,120.0,5.527078666666667,,,,
121,Йогурт ЦарКа Киви 3.5% 400г,0.9507054399999999,400 мл,yogurt,Pyaterochka,400.0,2.3767636,,,,
122,Йогурт Viola Laplandia Сливочный с малиной и маскарпоне 7.2% 180г,0.8733134399999999,180 г,yogurt,Pyaterochka,180.0,4.851741333333333,,,,
123,Йогурт Простоквашино термостатный 4% 160г,0.55268944,160 мл,yogurt,Pyaterochka,160.0,3.4543090000000007,,,,
125,Йогурт Вкус & Польза греческий с малиной 3% 190г,1.1718254399999999,190 г,yogurt,Pyaterochka,190.0,6.1675023157894735,,,,
126,Йогурт Коломенский Питайя-манго-чиа 5% 170г,0.8069774399999999,170 г,yogurt,Pyaterochka,170.0,4.7469261176470585,,,,
127,Йогурт Viola Laplandia Крем-брюле сливочный 7% 180г,0.8733134399999999,180 г,yogurt,Pyaterochka,180.0,4.851741333333333,,,,
128,Йогурт Сарафаново Термостатный 1.5% БЗМЖ 125г,0.33156944,125 г,yogurt,Pyaterochka,125.0,2.65255552,,,,
132,Йогурт Viola Verry Berry манго 2.6% 180г,0.8733134399999999,180 г,yogurt,Pyaterochka,180.0,4.851741333333333,,,,
133,Йогурт Viola Very berry Вишня 2.6% 180г,0.8733134399999999,180 г,yogurt,Pyaterochka,180.0,4.851741333333333,,,,
134,Йогурт Neo Греческий Клубника 100% натуральный с высоким содержанием белка 2% БЗМЖ 125г,0.8180334399999999,125 г,yogurt,Pyaterochka,125.0,6.544267519999999,,,,
135,Йогурт Viola free безлактозный 3.4% 180г,0.8733134399999999,180 г,yogurt,Pyaterochka,180.0,4.851741333333333,,,,
136,Йогурт Вкус & Польза натуральный греческий 4% 190г,1.1718254399999999,190 г,yogurt,Pyaterochka,190.0,6.1675023157894735,,,,
137,Йогурт Epica натуральный 6% 130г,0.61902544,130 г,yogurt,Pyaterochka,130.0,4.761734153846154,,,,
138,Йогурт Lactica двухслойный греческий с печеным яблоком и карамелью 3.4% 120г,0.7627534399999999,120 г,yogurt,Pyaterochka,120.0,6.356278666666666,,,,
139,Йогурт Lactica двухслойный греческий с малиной 3.4% 120г,0.71852944,120 г,yogurt,Pyaterochka,120.0,5.987745333333333,,,,
140,Батон Селяночка Нарезной нарезка 400г,0.51952144,400 г,bread,Pyaterochka,400.0,1.2988036,,,,
141,Батон Коломенское Нарезной нарезка 400г,0.8069774399999999,400 г,bread,Pyaterochka,400.0,2.0174436,,,,
142,Батон Хлебный Дом Звездный нарезка 350г,0.66324944,350 г,bread,Pyaterochka,350.0,1.8949984,,,,
143,Хлеб сандвичный Harry's American Sandwich пшеничный нарезка 470г,1.37083344,470 г,bread,Pyaterochka,470.0,2.9166668936170206,,,,
144,Хлеб Коломенский Даниловский ржано-пшеничный нарезка 350г,0.7516974399999999,350 г,bread,Pyaterochka,350.0,2.1477069714285713,,,,
145,Батон Черемушки нарезка 400г,0.74064144,400 г,bread,Pyaterochka,400.0,1.8516036,,,,
146,Хлеб Черемушки Столичный нарезка 330г,0.55268944,330 г,bread,Pyaterochka,330.0,1.674816484848485,,,,
147,Батон Черемушки Нарезной нарезка 200г,0.38684944000000004,200 г,bread,Pyaterochka,200.0,1.9342472000000002,,,,
148,Хлеб Хлебный Дом тостовый пшеничный 350г,0.7848654399999999,350 г,bread,Pyaterochka,350.0,2.2424726857142856,,,,
149,Хлеб Коломенское Дарницкий формовой нарезка 350г,0.58032944,350 г,bread,Pyaterochka,350.0,1.6580841142857146,,,,
150,Хлеб Коломенское Даниловский зерновой 300г,0.9657416,300 г,bread,Pyaterochka,300.0,3.2191386666666664,,,,
151,Хлеб Селяночка Бородинский нарезка половина 350г,0.44212944000000004,350 г,bread,Pyaterochka,350.0,1.2632269714285715,,,,
152,Хлеб Хлебный Дом Геркулес зерновой нарезка 250г,0.69641744,250 г,bread,Pyaterochka,250.0,2.78566976,,,,
153,Хлеб Селяночка Дарницкий 320г,0.36473744,320 г,bread,Pyaterochka,320.0,1.1398045,,,,
154,Хлеб Ржаной Край зерновой нарезка 300г,1.21604944,300 г,bread,Pyaterochka,300.0,4.053498133333333,,,,
155,Батон Селяночка нарезной 200г,0.30945744,200 г,bread,Pyaterochka,200.0,1.5472871999999998,,,,
156,Хлеб Ржаной Край заварной нарезка 300г,1.0723214399999998,300 г,bread,Pyaterochka,300.0,3.5744047999999995,,,,
157,Батон Хлебный Дом Утренний нарезка 400г,0.93964944,400 г,bread,Pyaterochka,400.0,2.3491236,,,,
158,Хлеб Черемушки Бородинский нарезка 390г,0.66324944,390 г,bread,Pyaterochka,390.0,1.7006395897435898,,,,
159,Батон Коломенское с отрубями 300г,0.74064144,300 г,bread,Pyaterochka,300.0,2.4688047999999996,,,,
160,Хлеб Сибирский пекарь зерновой мультизлаковый со льном нарезка 280г,0.77380944,280 г,bread,Pyaterochka,280.0,2.7636051428571426,,,,
161,Хлеб Коломенское Бородинский нарезка 400г,0.66324944,400 г,bread,Pyaterochka,400.0,1.6581236,,,,
162,Хлеб Черемушки Московский 340г,0.49740944000000004,340 г,bread,Pyaterochka,340.0,1.4629689411764704,,,,
163,Батон Черемушки Полюшко нарезка 300г,0.9949294399999999,300 г,bread,Pyaterochka,300.0,3.3164314666666663,,,,
164,Хлеб Черемушки Зерновик нарезка 460г,1.21604944,460 г,bread,Pyaterochka,460.0,2.6435857391304345,,,,
165,Батон Пеко нарезка 400г,0.60796944,400 г,bread,Pyaterochka,400.0,1.5199236000000003,,,,
166,Хлеб Зерница ржано-пшеничный бездрожжевой нарезка 300г,0.6411374400000001,300 г,bread,Pyaterochka,300.0,2.1371248,,,,
167,Хлеб Хлебный Дом Марьин заварной 350г,0.9949294399999999,350 г,bread,Pyaterochka,350.0,2.8426555428571425,,,,
168,Хлеб Хлебозавод 28 Для Фитнеса нарезка 300г,0.8180334399999999,300 г,bread,Pyaterochka,300.0,2.726778133333333,,,,
169,Хлеб Рижский хлеб Крестьянский бездрожжевой заварной подовый 300г,0.7516974399999999,300 г,bread,Pyaterochka,300.0,2.505658133333333,,,,
170,Батон Нижегородский хлеб Подмосковный 380г,0.50846544,380 г,bread,Pyaterochka,380.0,1.338066947368421,,,,
171,Хлеб Дарницкий нарезка 160г,0.22100943999999997,160 г,bread,Pyaterochka,160.0,1.381309,,,,
172,Хлеб Рижский хлеб Ароматный подовый 300г,0.77380944,300 г,bread,Pyaterochka,300.0,2.5793647999999996,,,,
173,Хлеб Рижский Хлеб Бородинский 300г,1.03915344,300 г,bread,Pyaterochka,300.0,3.4638447999999995,,,,
174,Хлеб Нижегородский Хлеб 400г,0.66324944,400 г,bread,Pyaterochka,400.0,1.6581236,,,,
175,Хлеб Селяночка Тостовый нарезка 250г,0.51952144,250 г,bread,Pyaterochka,250.0,2.07808576,,,,
176,Хлеб Нижегородский хлеб Дарницкий формовой 700г,0.56374544,700 г,bread,Pyaterochka,700.0,0.8053506285714286,,,,
177,Хлеб Нижегородский хлеб Буржуа нарезка 350г,0.77380944,350 г,bread,Pyaterochka,350.0,2.2108841142857143,,,,
178,Хлеб Зерница Полезные рецепты Пшеничный злаковый нарезка 300г,0.77380944,300 г,bread,Pyaterochka,300.0,2.5793647999999996,,,,
179,Хлеб Рижский хлеб Ароматный ржано-пшеничный подовый с изюмом 300г,0.9507054399999999,300 г,bread,Pyaterochka,300.0,3.1690181333333327,,,,
180,Хлеб Пеко Медведковский ржано-пшеничный заварной нарезка 375г,0.55268944,375 г,bread,Pyaterochka,375.0,1.4738385066666666,,,,
181,Хлеб Пеко Столовый Новый нарезка 160г,0.22100943999999997,160 г,bread,Pyaterochka,160.0,1.381309,,,,
182,Хлеб Рижский хлеб ржаной со злаками 300г,1.4924494400000001,300 г,bread,Pyaterochka,300.0,4.974831466666667,,,,
183,Хлеб Рижский хлеб Юбилейный бездрожжевой 205г,1.6582894400000001,205 г,bread,Pyaterochka,205.0,8.089216780487806,,,,
184,Батон Селяночка пшеничный с отрубями 300г,0.37579344000000003,300 г,bread,Pyaterochka,300.0,1.2526448000000001,,,,
185,Батон Селяночка Горчичный нарезанный 300г,0.49740944000000004,300 г,bread,Pyaterochka,300.0,1.6580314666666667,,,,
186,Хлеб Пеко Медведковский пшеничный злаковый нарезка 300г,0.60796944,300 г,bread,Pyaterochka,300.0,2.0265648,,,,
187,Батон Пеко Горчичный нарезка 400г,0.49740944000000004,400 г,bread,Pyaterochka,400.0,1.2435236,,,,
188,Окорок свиной бескостный охлажденный,3.31668944,Цена за 1 кг,pork_leg,Pyaterochka,1000.0,3.31668944,,,,
189,Филе куриное охлажденное,3.64836944,Цена за 1 кг,chicken_fillet,Pyaterochka,1000.0,3.64836944,,,,
190,Филе грудки цыплёнка Петелинка охлаждённое,4.97508944,Цена за 1 кг,chicken_fillet,Pyaterochka,1000.0,4.97508944,,,,
191,Спагетти Шебекинские №2 тонкие 450г,0.70747344,450 г,spaghetti,Pyaterochka,450.0,1.5721631999999999,,,,
192,Макароны Makfa Спагетти 450г,0.70747344,450 г,spaghetti,Pyaterochka,450.0,1.5721631999999999,,,,
193,Гречка ядрица 900г,0.37579344000000003,900 г,buckwheat,Pyaterochka,900.0,0.4175482666666667,,,,
194,Гречка ядрица Селяночка быстроразваривающаяся пропаренная 900г,1.05020944,900 г,buckwheat,Pyaterochka,900.0,1.1668993777777776,,,,
195,Макароны Barilla Спагетти n.5 450г,1.21604944,450 г,spaghetti,Pyaterochka,450.0,2.702332088888889,,,,
196,Гречка Селяночка ядрица быстроразваривающаяся 5х80г,0.9285934399999999,400 г,buckwheat,Pyaterochka,400.0,2.3214836,,,,
197,Рис Селяночка круглозерный 5x80г,0.9949294399999999,400 г,rice,Pyaterochka,400.0,2.4873236,,,,
198,Рис круглозернистый шлифованный 900г,0.55268944,900 г,rice,Pyaterochka,900.0,0.6140993777777778,,,,
199,Рис Global Village Для плова 800г,1.38188944,800 г,rice,Pyaterochka,800.0,1.7273618000000002,,,,
200,Рис Селяночка длиннозерный пропаренный 900г,1.5477294400000001,900 г,rice,Pyaterochka,900.0,1.7196993777777778,,,,
201,"Рис Селяночка круглозёрный шлифованный, 900г",1.4371694400000001,900 г,rice,Pyaterochka,900.0,1.5968549333333333,,,,
203,Гречка Агро-Альянс Экстра элитная 900г,1.4371694400000001,900 г,buckwheat,Pyaterochka,900.0,1.5968549333333333,,,,
204,Крупа Увелка гречневая 500г,0.70747344,500 г,buckwheat,Pyaterochka,500.0,1.41494688,,,,
205,Гречка Мистраль 900г,1.6030094400000001,900 г,buckwheat,Pyaterochka,900.0,1.7811216000000003,,,,
206,Рис Селяночка длиннозерный первый сорт 5х80г,1.47033744,400 г,rice,Pyaterochka,400.0,3.6758436000000003,,,,
207,Рис Увелка круглозерный шлифованный 500г,0.88436944,500 г,rice,Pyaterochka,500.0,1.76873888,,,,
208,Макароны Baisad спагетти 450г,0.6411374400000001,450 г,spaghetti,Pyaterochka,450.0,1.4247498666666667,,,,
209,"Спагетти Зерница высший сорт, 500г",0.60796944,500 г,spaghetti,Pyaterochka,500.0,1.21593888,,,,
210,Рис пропаренный шлифованный 900г,1.24921744,900 г,rice,Pyaterochka,900.0,1.3880193777777776,,,,
211,Рис Селяночка длиннозерный шлифованный 900г,1.6472334400000002,900 г,rice,Pyaterochka,900.0,1.8302593777777783,,,,
212,Рис Global Village Басмати шлифованный 450г,1.87940944,450 г,rice,Pyaterochka,450.0,4.176465422222223,,,,
213,Рис Националь для плова 900г,1.6030094400000001,900 г,rice,Pyaterochka,900.0,1.7811216000000003,,,,
214,Рис Мистраль Янтарь длиннозерный пропаренный 5х80г,1.52561744,400 г,rice,Pyaterochka,400.0,3.8140436,,,,
215,Гречка Мистраль ядрица 5х80г,1.32660944,400 г,buckwheat,Pyaterochka,400.0,3.3165235999999996,,,,
216,"Спагетти Trattoria di Maestro Turatti, 450г",1.05020944,450 г,spaghetti,Pyaterochka,450.0,2.3337987555555553,,,,
