category_id,name,unit_of_measurement,price_reg,price_disc,pricing_clarification
251C13056,Хлопья овсяные Ясно Солнышко №2 500г,шт,97.99,,500 г
251C13056,Хлопья овсяные Русский Продукт Геркулес традиционный 500г,шт,81.99,,500 г
251C13056,Хлопья овсяные Ясно Солнышко №3 350г,шт,103.99,,350 г
251C13056,Хлопья овсяные Селяночка №3 быстрого приготовления 350г,шт,57.99,,350 мл
251C13056,Подушечки Любятово с шоколадной начинкой 220г,шт,129.99,,220 г
251C13056,Хлопья овсяные Селяночка Геркулес 500г,шт,57.99,,500 г
251C13056,Мюсли Matti Банан и шоколад 250г,шт,154.99,,250 г
251C13056,Шарики Любятово Шоколадные 500г,шт,229.99,189.99,500 г
251C13056,Хлопья овсяные Русский Продукт Геркулес Монастырский 500г,шт,81.99,,500 г
251C13056,Завтрак Хрутка Duo готовый шоколадный обогащенный 230г,шт,149.99,113.99,230 мл
251C13056,Каша Mollis Ассорти с молоком без варки 6х40г,шт,116.99,99.99,240 г
251C13056,Хлопья гречневые Селяночка не требующие варки 400г,шт,90.99,,400 г
251C13056,Каша овсяная Mollis ассорти без варки 6х40г,шт,116.99,99.99,240 г
251C13056,Завтрак Хрутка готовый шоколадный обогащенный 230г,шт,149.99,,230 г
251C13056,Хлопья кукурузные Хрутка медовые 300г,шт,144.99,133.99,300 г
251C13056,Хлопья Любятово кукурузные 300г,шт,104.99,,300 г
251C13056,Подушечки Любятово Шоколадные 500г,шт,249.99,,500 г
251C13056,Хлопья кукурузные Хрутка хрустящие 320г,шт,144.99,119.99,320 г
251C13056,Хлопья Селяночка 5 злаков ржаные-овсяные-ячменные-пшеничные-гречневые не требующие варки 400г,шт,88.99,,400 г
251C13056,Каша Mollis овсяная с молоком и со вкусом клубники 40г,шт,24.99,,40 г
251C13056,Завтрак готовый Unicorn Радужные колечки с фруктовым вкусом 195г,шт,243.99,,195 г
251C13056,Каша Красная Цена овсяная с клубникой быстрого приготовления 35г,шт,6.99,,35 г
251C13056,Завтрак Хрутка готовый шоколадный обогащенный 650г,шт,265.99,,650 мл
251C13056,Подушечки Kidness с какао начинкой 220г,шт,79.99,69.99,220 г
251C13056,Мюсли Mollis с орехом запеченные 300г,шт,119.99,,300 г
251C13056,Каша Mollis овсяная с молоком и со вкусом черники 40г,шт,24.99,,40 г
251C13056,Готовый завтрак Любятово Медовые шарики и звездочки 420г,шт,219.99,169.99,420 г
251C13056,Хлопья овсяные Клинские Экстра 500г,шт,94.99,,500 г
251C13056,Шарики Kidness для завтрака со вкусом шоколада 200г,шт,79.99,69.99,200 г
251C13056,Каша Красная Цена овсяная с абрикосом быстрого приготовления 35г,шт,6.99,,35 г
251C13056,Хлопья Любятово кукурузные 600г,шт,206.99,179.99,600 г
251C13056,Хлопья Селяночка пшенные не требующие варки 400г,шт,86.99,,400 г
251C13056,Шарики Kidness Duo со вкусом шоколада и сливок 200г,шт,86.99,,200 г
251C13056,Каша Mollis овсяная Лесные ягоды 40г,шт,24.99,,40 г
251C13056,Каша Русский продукт Геркулес овсяная с клубникой 35г,шт,21.99,,35 г
251C13056,Хлопья ассорти Быстров овсяные с молоком не требующие варки 6х40г,шт,179.99,,240 г
251C13056,"Хлопья ассорти Быстров клубника, черника, персик не требующие варки 6х40г",шт,179.99,,240 г
251C13056,Завтрак Unicorn со вкусом манго и ананаса с хрустящим маршмеллоу готовый 160г,шт,179.19,159.99,160 г
251C13056,Мюсли Mollis запеченные с яблоком и грушей 300г,шт,129.99,,300 г
251C13056,Каша Mollis овсяная со вкусом абрикоса 40г,шт,24.99,,40 г
251C13056,Хлопья Селяночка рисовые 400г,шт,129.99,,400 г
251C13056,Подушечки Chocozavr хрустящие с шоколадно-молочной начинкой 220г,шт,172.99,149.99,220 г
251C13056,Хлопья Быстров овсяные с клубникой и молоком быстрого приготовления 40г,шт,30.99,,40 г
251C13056,Завтрак сухой Chocozavr Шоксики 195г,шт,149.99,,195 г
251C13056,Каша Ясно Солнышко овсяная с абрикосом и черносливом 300г,шт,102.99,,300 г
251C13056,Хлопья Быстров овсяные с черникой не требующие варки 40г,шт,30.99,,40 г
251C13056,Каша Красная Цена Традиционная овсяная со сливками быстрого приготовления 35г,шт,6.99,,35 г
251C13056,Хлопья кукурузные Красная цена глазированные 300г,шт,54.99,,300 г
251C13056,Хлопья овсяные Nordic 500г,шт,235.99,,500 г
251C13056,Хлопья Unicorn кукурузные со вкусом Клубничный коктейль 220г,шт,226.99,169.99,220 г
251C13056,Каша Ясно Солнышко овсяная с грушей и изюмом 300г,шт,102.99,,300 г
251C13056,Хлопья овсяная Быстров По-новому семена льна-лесные ягоды-клубника-семена чиа 210г,шт,189.99,,210 г
251C13056,Хлопья Makfa овсяные традиционные 400г,шт,73.99,,400 г
251C13056,Каша Секреты природы льняная 250г,шт,99.99,,250 г
251C13056,Каша Mollis овсяная с яблоком 40г,шт,24.99,,40 г
251C13056,Каша овсяная Ясно Солнышко Ассорти клубника-малина-изюм 6х45г,шт,158.99,,270 г
251C13056,Хлопья Ассорти Быстров овсяные Для гурманов не требующие варки 6х38г,шт,189.99,,228 г
251C13056,Гранола Ягодная Вкус & Польза готовый завтрак 300г,шт,267.99,,300 г
251C13056,Хлопья пшенные Nordic 500г,шт,132.99,,500 г
251C13056,Хлопья Быстров овсяные с лесными ягодами не требующие варки 40г,шт,30.99,,40 г
251C13056,Хлопья гречневые Nordic 550г,шт,148.99,,550 г
251C13056,Хлопья Быстров 5 Злаков с изюмом и орехами 40г,шт,30.99,,40 г
251C13056,Хлопья Быстров овсяные с брусникой и медом не требующие варки 40г,шт,30.99,,40 г
251C13057,Чай Greenfield Kenyan Sunrise черный в пакетиках 100х2г,шт,439.99,308.99,200 г
251C13057,Сахар белый песок 1кг,шт,59.99,,1 кг
251C13057,Сахар Селяночка белый 1кг,шт,97.49,69.99,1 кг
251C13057,Сахар Русский рафинад прессованный 500г,шт,63.99,,500 г
251C13057,Чай черный Greenfield Golden Ceylon 100шт.,шт,399.99,,200 г
251C13057,Чай черный Азерчай Букет 25х2г,шт,73.49,,25 шт
251C13057,Напиток кофейный Нескафе 3в1 мягкий растворимый 14.5г,шт,18.99,,15 г
251C13057,"Чай черный Curtis Blue Berries blues чёрная смородина, ежевика, черника и василёк 20х1.8г",шт,111.99,99.99,20 шт
251C13057,Какао-порошок Золотой Ярлык 100г,шт,159.99,139.99,100 г
251C13057,Чай черный Greenfield Золотой Цейлон 25х2г,шт,139.99,99.99,25 шт
251C13057,Напиток кофейный Нескафе Капучино растворимый 18г,шт,27.99,,18 г
251C13057,Напиток кофейный Нескафе 3в1 классик растворимый 14.5г,шт,19.99,,15 г
251C13057,Чай Tess Pleasure черный с шиповником и яблоком в пакетиках 25х1.5г,шт,129.99,89.99,38 г
251C13057,Напиток кофейный Нескафе Латте растворимый 18г,шт,29.99,,18 г
251C13057,Чай зеленый Curtis Fresh Mojito 20х1.7г,шт,111.99,99.99,34 г
251C13057,Чай черный Greenfield Earl Grey Fantasy с бергамотом 25х2г,шт,139.99,99.99,25 шт
251C13057,Кофе растворимый Monarch Original натуральный сублимированный 95г,шт,312.99,,95 г
251C13057,Сахар Советский Экстра 1кг,шт,102.99,,1 кг
251C13057,Кофе растворимый Monarch Original натуральный сублимированный 190г,шт,599.99,,190 г
251C13057,Чай черный Tess Forest Dream в пирамидках 20х1.8г,шт,109.99,,36 г
251C13057,Напиток кофейный Нескафе 3в1 карамель растворимый 14.5г,шт,19.99,,15 г
251C13057,Кофе Нескафе Gold растворимый 190г,шт,579.99,,190 г
251C13057,Напиток кофейный MacCoffee the Original растворимый 3в1 10x20г,шт,179.99,,200 г
251C13057,Сахар-рафинад 1кг,шт,80.99,,1 кг
251C13057,Кофе Jardin Colombia Medellin растворимый сублимированный 95г,шт,289.99,,95 г
251C13057,Кофе растворимый Monarch Original 1.8г,шт,14.99,,2 г
251C13057,Чай Richard Lord Grey черный бергамот-лимон 25х2г,шт,134.39,119.99,50 г
251C13057,Сахар Сытое царство белый кристаллический свекловичный 500г,шт,40.99,,500 г
251C13057,Кофейный напиток растворимый Monarch Classic 3в1 13.5г,шт,15.49,,14 г
251C13057,Кофе Нескафе Classic Crema растворимый 95г,шт,289.99,,95 г
251C13057,Какао-напиток Хрутка быстрорастворимый 250г,шт,190.39,169.99,250 г
251C13057,Чай черный Принцесса Нури Высокогорный 100х2г,шт,184.99,,100 шт
251C13057,Чай Азерчай Букет черный байховый крупнолистовой 100г,шт,194.99,164.99,100 г
251C13057,Напиток кофейный MacCoffee Cappuccino di Torino 3в1 растворимый с темным шоколадом 5х25.5г,шт,119.99,,128 г
251C13057,Кофе Жокей По-восточному натуральный жареный молотый 250г,шт,278.99,,250 г
251C13057,Кофе растворимый Monarch Original натуральный сублимированный 210г,шт,529.99,,210 г
251C13057,Чай Greenfield Spring Melody черный в пакетиках 25х1.5г,шт,105.99,,45 г
251C13057,Чай зеленый Greenfield Green melissa 25х1.5г,шт,149.99,119.99,25 шт
251C13057,Чай черный Лисма Насыщенный индийский 25х1.8г,шт,55.99,51.99,25 шт
251C13057,Кофе Московская кофейня на паяхъ Суаре растворимый сублимированный 95г,шт,349.99,,95 г
251C13057,Чай травяной Greenfield Summer Bouquet 25х2г,шт,119.99,102.99,25 шт
251C13057,Кофе растворимый Monarch Caramel натуральный сублимированный 95г,шт,369.99,,95 г
251C13057,Чай Curtis Sunny Lemon черный в пакетиках 20х1.47г,шт,93.99,,34 г
251C13057,Кисель Русский продукт Клюквенный 190г,шт,51.99,,190 г
251C13057,Чай черный Tess Pleasure шиповник-яблоко 100х1.5г,шт,262.99,,100 шт
251C13057,Чай зеленый Assand Young Melissa с мелиссой 25x1.5г,шт,99.99,87.99,25 шт
251C13057,Кофе Нескафе Классик растворимый 60г,шт,139.99,,60 г
251C13057,Чай Greenfield Earl Grey Fantasy черный с бергамотом 100х2г,шт,456.99,,200 г
251C13057,Сахарозаменитель Great Life в таблетках 39г,шт,111.99,,39 г
251C13057,Кисель Русский Продукт Малиновый 190г,шт,51.99,,190 г
251C13057,Кофе Jardin Guatemala Atitlan растворимый сублимированный 95г,шт,317.99,,95 г
251C13057,Чай черный Greenfield Earl Grey Fantasy с бергамотом 100г,шт,169.99,139.99,100 г
251C13057,Кофе Красная Цена растворимый сублимированный 70г,шт,129.99,,70 г
251C13057,Чай зеленый Curtis Delicate Mango 20х1.8г,шт,93.99,,20 шт
251C13057,Кофе Monarch Turk Esinti растворимый с добавлением жареного молотого 90г,шт,259.99,,90 г
251C13057,Кофе Нескафе Голд растворимый 190г,шт,599.99,,190 г
251C13057,Чай черный Принцесса Нури Высокогорный 25х2г,шт,57.99,,25 шт
251C13057,Цикорий Большая чашка черничный растворимый 85г,шт,98.99,,85 г
251C13057,Чай черный Greenfield Золотой Цейлон листовой 100г,шт,169.99,,100 г
251C13057,Чай Greenfield Грин мелисса зеленый с ароматом мяты и лимона в пакетиках 100х1.5г,шт,402.99,329.99,150 г
251C13057,Чайный напиток Greenfield Cherry Blossom с ароматом вишни 25х2г,шт,102.99,,25 шт
251C13057,Кофе Нескафе Classic Crema растворимый 120г,шт,349.99,,120 г
251C13057,Чай черный Азерчай Букет 100х2г,шт,204.99,,100 шт
251C13057,Чай черный Richard Royal ceylon байховый 100х2г,шт,294.99,,100 шт
251C13057,Кофейный напиток Carte Noire Cappuccino растворимый 15г,шт,28.99,,15 г
251C13057,Чай зеленый Assand Milk Oolong китайский молочный улун 25x2г,шт,105.99,,25 шт
251C13057,"Чай травяной Honey Kid яблоко, липовый цвет и мелисса для детей с 4 мес. 85г",шт,113.99,,85 г
251C13057,Какао-напиток Ухтышки растворимый с витаминами 300г,шт,159.99,134.99,300 г
251C13057,Какао-напиток Хрутка быстрорастворимый 480г,шт,409.99,,480 г
251C13057,Чай черный Майский Лесные ягоды 25х1.5г,шт,72.79,64.99,37 г
251C13057,Кофе растворимый Fresco Arabica Solo натуральный сублимированный 190г,шт,649.99,499.99,190 г
251C13057,Кофе молотый Monarch Original натуральный жареный 230г,шт,349.99,,230 г
251C13057,Кофе растворимый Monarch Tropical Selection натуральный сублимированный 180г,шт,572.99,,180 г
