,name,price,pricing_unit,supermarket,product_type,weight,price_kg,number_of_units,price_unit,volume,price_lit
43958,"Молоко VIOLA UHT 1,5%, без змж, 1000г",168.42,1000г,Lenta,milk,1000.0,168.42,,,,
43959,"Молоко VIOLA UHT обезжиренное, 1000г",168.49,1000г,Lenta,milk,1000.0,168.49,,,,
43970,"Молоко пастеризованное ПРОСТОКВАШИНО 3,2%, без змж, 1400мл",157.89,1400мл,Lenta,milk,,,,,1400.0,112.77857142857142
43971,"Молоко ультрапастеризованное 365 ДНЕЙ 3,2%, без змж, 925мл",77.89,925мл,Lenta,milk,,,,,925.0,84.2054054054054
43972,"Молоко ультрапастеризованное 365 ДНЕЙ 1,5%, без змж, 925мл",59.99,925мл,Lenta,milk,,,,,925.0,64.85405405405406
43973,"Молоко ультрапастеризованное 365 ДНЕЙ 2,5%, без змж, 925мл",72.69,925мл,Lenta,milk,,,,,925.0,78.58378378378377
43979,"Молоко ультрапастеризованное ЭКОНИВА Prof.Line 3,2%, без змж, 1000мл",134.79,1000мл,Lenta,milk,,,,,1000.0,134.79
43980,"Молоко ультрапастеризованное ЭКОНИВА Prof.Line 2,5%, без змж, 1000мл",134.79,1000мл,Lenta,milk,,,,,1000.0,134.79
43982,"Молоко пастеризованное БЕЖИН ЛУГ 2,5%, без змж, 1400г",164.29,1400г,Lenta,milk,1400.0,117.35,,,,
43983,"Молоко пастеризованное СЕВЕРНАЯ ДОЛИНА 3,2%, без змж, 900мл",98.99,900мл,Lenta,milk,,,,,900.0,109.98888888888888
43994,"Молоко пастеризованное НАШЕЙ ДОЙКИ 3,4–6%, без змж, 900мл",127.39,900мл,Lenta,milk,,,,,900.0,141.54444444444445
44012,"Молоко ультрапастеризованное ВОЛОГЖАНКА 3,2%, без змж, 1000мл",105.29,1000мл,Lenta,milk,,,,,1000.0,105.29
48120,"Йогурт ЦАРКА Черника 3,5%, без змж, 400г",86.49,400г,Lenta,yogurt,400.0,216.225,,,,
48145,"Йогурт G-BALANCE Греческий 0,7%, без змж, 170г",125.99,170г,Lenta,yogurt,170.0,741.1176470588235,,,,
48146,"Йогурт G-BALANCE Греческий 4%, без змж, 170г",107.49,170г,Lenta,yogurt,170.0,632.2941176470588,,,,
48147,"Йогурт LACTICA Греческий Натуральный 4%, без змж, 190г",122.49,190г,Lenta,yogurt,190.0,644.6842105263157,,,,
48148,"Йогурт LACTICA Греческий с малиной 3% двухслойный, без змж, 190г",131.57,190г,Lenta,yogurt,190.0,692.4736842105262,,,,
48160,"Йогурт ЦАРКА Земляника 3,5%, без змж, 400г",86.39,400г,Lenta,yogurt,400.0,215.975,,,,
49271,"Яйцо куриное РОСКАР Экстра СО столовое, 10шт",147.39,10шт,Lenta,egg,,,10.0,14.738999999999999,,
49272,"Яйцо куриное РОСКАР Экстра СО столовое, 15шт",215.49,15шт,Lenta,egg,,,15.0,14.366000000000001,,
49273,"Яйцо куриное 365 ДНЕЙ С1, 30шт",283.19,30шт,Lenta,egg,,,30.0,9.439666666666666,,
49274,"Яйцо куриное 365 ДНЕЙ СО, 30шт",389.49,30шт,Lenta,egg,,,30.0,12.983,,
49275,"Яйцо куриное 365 ДНЕЙ С1, 10шт",94.79,10шт,Lenta,egg,,,10.0,9.479000000000001,,
49276,"Яйцо куриное 365 ДНЕЙ С2, 30шт",229.49,30шт,Lenta,egg,,,30.0,7.649666666666667,,
49277,"Яйцо куриное СМЕТАНИНО С1, 30шт",410.59,30шт,Lenta,egg,,,30.0,13.686333333333332,,
49279,"Яйцо куриное СМЕТАНИНО СО, 20шт",346.39,20шт,Lenta,egg,,,20.0,17.319499999999998,,
49280,"Яйцо куриное СМЕТАНИНО С1, 10шт",150.59,10шт,Lenta,egg,,,10.0,15.059000000000001,,
49281,"Яйцо куриное СМЕТАНИНО СО, 10шт",136.89,10шт,Lenta,egg,,,10.0,13.688999999999998,,
49283,"Яйцо куриное ВОЛЖАНИН СО, 10шт",135.49,10шт,Lenta,egg,,,10.0,13.549000000000001,,
49284,"Яйцо куриное 365 ДНЕЙ С2, 10шт",76.89,10шт,Lenta,egg,,,10.0,7.689,,
49285,"Яйцо куриное ВОЛЖАНИН Волжское утро СО, 20шт",284.29,20шт,Lenta,egg,,,20.0,14.214500000000001,,
49286,"Яйцо куриное ВОЛЖАНИН С1, 30шт",355.99,30шт,Lenta,egg,,,30.0,11.866333333333333,,
49287,"Яйцо куриное ВАРАКСИНО деревенское СО, 10шт",196.49,10шт,Lenta,egg,,,10.0,19.649,,
49288,"Яйцо куриное СИНЯВИНСКОЕ С1 столовое, 20шт",226.39,20шт,Lenta,egg,,,20.0,11.3195,,
49289,"Яйцо куриное РОСКАР Счастливая курица С1, 20шт",294.79,20шт,Lenta,egg,,,20.0,14.739500000000001,,
49291,"Яйцо куриное ВОЛЖАНИН СВ, 10шт",178.49,10шт,Lenta,egg,,,10.0,17.849,,
49292,"Яйцо куриное ПФ ФЕДОРОВСКАЯ Свободный Выгул СО столовое, 9шт",209.99,9шт,Lenta,egg,,,9.0,23.332222222222224,,
49293,"Яйцо куриное СМЕТАНИНО С1 столовое мытое, 20шт",305.29,20шт,Lenta,egg,,,20.0,15.264500000000002,,
49294,"Яйцо куриное ПРАКСИС С1, 20шт",287.99,20шт,Lenta,egg,,,20.0,14.3995,,
49296,"Яйцо куриное ВОЛЖАНИН СО, 6шт",91.49,6шт,Lenta,egg,,,6.0,15.248333333333333,,
49298,"Яйцо куриное ВОЛЖАНИН С1, 10шт",135.49,10шт,Lenta,egg,,,10.0,13.549000000000001,,
49299,"Яйцо куриное ВОЛЖАНИН С1, 20шт",262.49,20шт,Lenta,egg,,,20.0,13.124500000000001,,
49300,"Яйцо куриное СИНЯВИНСКОЕ деревенское СО, 10шт",152.49,10шт,Lenta,egg,,,10.0,15.249,,
49301,"Яйцо куриное 365 ДНЕЙ СО, 10шт",129.49,10шт,Lenta,egg,,,10.0,12.949000000000002,,
49302,"Яйцо куриное ЛЕНТА FRESH Селен, йод С1, 10шт",124.49,10шт,Lenta,egg,,,10.0,12.449,,
49304,"Яйцо куриное ЛЕНТА FRESH Яркий желток СО, 20шт",292.49,20шт,Lenta,egg,,,20.0,14.624500000000001,,
49306,"Яйцо куриное ЛЕНТА FRESH Яркий желток СО, 10шт",136.89,10шт,Lenta,egg,,,10.0,13.688999999999998,,
49307,"Яйцо куриное ЛЕНТА FRESH Селен, йод С1, 20шт",252.69,20шт,Lenta,egg,,,20.0,12.6345,,
49308,"Яйцо куриное NN С1, 10шт",117.49,10шт,Lenta,egg,,,10.0,11.748999999999999,,
49309,"Яйцо куриное NN С1, 20шт",244.99,20шт,Lenta,egg,,,20.0,12.249500000000001,,
49310,"Яйцо куриное ВАУ МЯУ! Омега-3 СО, 6шт",81.49,6шт,Lenta,egg,,,6.0,13.581666666666665,,
49311,"Яйцо куриное ЛЕНТА FRESH XXL СВ, 10шт",146.49,10шт,Lenta,egg,,,10.0,14.649000000000001,,
49312,"Яйцо куриное ЛЕНТА FRESH С2, 10шт",97.99,10шт,Lenta,egg,,,10.0,9.799,,
49313,"Яйцо куриное ПРАКСИС С1, 10шт",141.09,10шт,Lenta,egg,,,10.0,14.109,,
49316,"Яйцо куриное СЕЛО ЗЕЛЁНОЕ Деревенское СО, 15шт",243.99,15шт,Lenta,egg,,,15.0,16.266000000000002,,
49317,"Яйцо куриное ЛЕНТА СО, 15шт",205.99,15шт,Lenta,egg,,,15.0,13.732666666666667,,
